code,date,ret_pct
002024.SZ,2020-02-29,-7.2
002024.SZ,2020-03-31,-2.694
002024.SZ,2020-04-30,-6.7553
002024.SZ,2020-05-31,4.1568
002024.SZ,2020-06-30,0
002024.SZ,2020-07-31,18.2037
002024.SZ,2020-08-31,-4.4617
002024.SZ,2020-09-30,-7.6142
002024.SZ,2020-10-31,6.4835
002024.SZ,2020-11-30,-5.5728
002024.SZ,2020-12-31,-15.7377
002038.SZ,2016-01-31,-24.2388
002038.SZ,2016-02-29,-15.918
002038.SZ,2016-03-31,11.3871
002038.SZ,2016-04-30,19.0576
002038.SZ,2016-05-31,0.8481
002038.SZ,2016-06-30,5.7463
002038.SZ,2016-07-31,6.6265
002038.SZ,2016-08-31,0.7817
002038.SZ,2016-09-30,2.4201
002038.SZ,2016-10-31,-9.179
002038.SZ,2016-11-30,-0.8339
002038.SZ,2016-12-31,-10.1581
002038.SZ,2017-01-31,-2.0966
002038.SZ,2017-02-28,7.1893
002038.SZ,2017-03-31,-7.9558
002038.SZ,2017-04-30,-1.8992
002038.SZ,2017-05-31,1.2248
002038.SZ,2017-06-30,13.7783
002038.SZ,2017-07-31,-7.6868
002038.SZ,2017-08-31,-1.6841
002038.SZ,2017-09-30,3.3879
002038.SZ,2017-10-31,22.4595
002038.SZ,2017-11-30,14.4919
002038.SZ,2017-12-31,-18.6712
002038.SZ,2018-01-31,3.5841
002038.SZ,2018-02-28,-6.4526
002038.SZ,2018-03-31,27.5575
002038.SZ,2018-04-30,9.7701
002038.SZ,2018-05-31,13.5785
002038.SZ,2018-06-30,-19.4786
002038.SZ,2018-07-31,-8.1864
002038.SZ,2018-08-31,-0.6594
002038.SZ,2018-09-30,-7.1861
002038.SZ,2018-10-31,-15.3296
002038.SZ,2018-11-30,9.4014
002038.SZ,2018-12-31,-16.717
002038.SZ,2019-01-31,-2.6199
002038.SZ,2019-02-28,12.4172
002038.SZ,2019-03-31,1.62
002038.SZ,2019-04-30,-9.2391
002038.SZ,2019-05-31,-7.8643
002038.SZ,2019-06-30,2.0797
002038.SZ,2019-07-31,-9.5456
002038.SZ,2019-08-31,-5.4882
002038.SZ,2019-09-30,-5.8824
002038.SZ,2019-10-31,3.4455
002038.SZ,2019-11-30,-3.1758
002038.SZ,2019-12-31,5.2
002038.SZ,2020-01-31,7.9848
002038.SZ,2020-02-29,-9.0845
002038.SZ,2020-03-31,-7.4361
002038.SZ,2020-04-30,-6.7782
002038.SZ,2020-05-31,0.9874
002038.SZ,2020-06-30,13.8667
002038.SZ,2020-07-31,10.8189
002038.SZ,2020-08-31,-10.372
002038.SZ,2020-09-30,-6.9433
002038.SZ,2020-10-31,-4.4597
002038.SZ,2020-11-30,4.1293
002038.SZ,2020-12-31,-12.931
002065.SZ,2016-01-31,0
002065.SZ,2016-02-29,0
002065.SZ,2016-03-31,0
002065.SZ,2016-04-30,0
002065.SZ,2016-05-31,0
002065.SZ,2016-06-30,0
002065.SZ,2016-07-31,-20.1223
002065.SZ,2016-08-31,0.5023
002065.SZ,2016-09-30,2.9485
002065.SZ,2016-10-31,4.2718
002065.SZ,2016-11-30,8.1937
002065.SZ,2016-12-31,0.2582
002065.SZ,2017-01-31,-10.2575
002065.SZ,2017-02-28,0.9087
002065.SZ,2017-03-31,0.8531
002065.SZ,2017-04-30,-0.6579
002065.SZ,2017-05-31,-0.6149
002065.SZ,2017-06-30,3.7125
002065.SZ,2017-07-31,-5.3385
002065.SZ,2017-08-31,-2.3438
002065.SZ,2017-09-30,12.4
002065.SZ,2017-10-31,-10.4093
002065.SZ,2017-11-30,-5.859
002065.SZ,2017-12-31,-13.5021
002065.SZ,2018-01-31,-4.1463
002065.SZ,2018-02-28,3.6896
002065.SZ,2018-03-31,1.8405
002065.SZ,2018-04-30,3.494
002065.SZ,2018-05-31,19.9069
002065.SZ,2018-06-30,-16.5049
002065.SZ,2018-07-31,7.0943
002065.SZ,2018-08-31,-5.4885
002065.SZ,2018-09-30,4.5296
002065.SZ,2018-10-31,-20.5556
002065.SZ,2018-11-30,-0.5594
002065.SZ,2018-12-31,-2.2504
002065.SZ,2019-01-31,-7.1942
002065.SZ,2019-02-28,26.8217
002065.SZ,2019-03-31,8.1907
002065.SZ,2019-04-30,-11.0734
002065.SZ,2019-05-31,-9.1487
002065.SZ,2019-06-30,-2.2378
002065.SZ,2019-07-31,-1.9813
002065.SZ,2019-08-31,1.4815
002065.SZ,2019-09-30,-1.6058
002065.SZ,2019-10-31,5.9347
002065.SZ,2019-11-30,28.4314
002065.SZ,2019-12-31,12.5409
002065.SZ,2020-01-31,34.8837
002065.SZ,2020-02-29,5.9626
002065.SZ,2020-03-31,-12.4068
002065.SZ,2020-04-30,5.3406
002065.SZ,2020-05-31,-20.7201
002065.SZ,2020-06-30,16.0334
002065.SZ,2020-07-31,-2.3281
002065.SZ,2020-08-31,-4.2693
002065.SZ,2020-09-30,-12.6072
002065.SZ,2020-10-31,-10.4024
002065.SZ,2020-11-30,0.8762
002065.SZ,2020-12-31,-9.8806
002081.SZ,2016-01-31,-33.833
002081.SZ,2016-02-29,-1.2945
002081.SZ,2016-03-31,40
002081.SZ,2016-04-30,-10.4215
002081.SZ,2016-05-31,-0.915
002081.SZ,2016-06-30,0.4135
002081.SZ,2016-07-31,-1.497
002081.SZ,2016-08-31,17.3252
002081.SZ,2016-09-30,3.9724
002081.SZ,2016-10-31,-7.5581
002081.SZ,2016-11-30,1.9766
002081.SZ,2016-12-31,-13.7445
002081.SZ,2017-01-31,2.3493
002081.SZ,2017-02-28,7.8842
002081.SZ,2017-03-31,2.4977
002081.SZ,2017-04-30,-0.722
002081.SZ,2017-05-31,-8.0909
002081.SZ,2017-06-30,10.1673
002081.SZ,2017-07-31,0.2732
002081.SZ,2017-08-31,2.3615
002081.SZ,2017-09-30,-2.0408
002081.SZ,2017-10-31,24.0942
002081.SZ,2017-11-30,2.7737
002081.SZ,2017-12-31,8.8068
002081.SZ,2018-01-31,4.047
002081.SZ,2018-02-28,-11.1669
002081.SZ,2018-03-31,-8.3333
002081.SZ,2018-04-30,-6.1633
002081.SZ,2018-05-31,1.1494
002081.SZ,2018-06-30,-16.9964
002081.SZ,2018-07-31,5.9406
002081.SZ,2018-08-31,-12.3364
002081.SZ,2018-09-30,-4.1578
002081.SZ,2018-10-31,-10.7898
002081.SZ,2018-11-30,7.8554
002081.SZ,2018-12-31,-6.3584
002081.SZ,2019-01-31,4.321
002081.SZ,2019-02-28,28.1657
002081.SZ,2019-03-31,8.7719
002081.SZ,2019-04-30,-9.3379
002081.SZ,2019-05-31,-7.7793
002081.SZ,2019-06-30,6.8394
002081.SZ,2019-07-31,6.9835
002081.SZ,2019-08-31,-12.5113
002081.SZ,2019-09-30,-6.0104
002081.SZ,2019-10-31,-11.9074
002081.SZ,2019-11-30,0.7509
002081.SZ,2019-12-31,9.5652
002081.SZ,2020-01-31,-1.5873
002081.SZ,2020-02-29,-0.1152
002081.SZ,2020-03-31,-5.3057
002081.SZ,2020-04-30,-1.827
002081.SZ,2020-05-31,0.7794
002081.SZ,2020-06-30,-0.7576
002081.SZ,2020-07-31,14.1221
002081.SZ,2020-08-31,17.1683
002081.SZ,2020-09-30,-7.9924
002081.SZ,2020-10-31,1.9648
002081.SZ,2020-11-30,7.7079
002081.SZ,2020-12-31,-11.5819
002142.SZ,2016-01-31,-21.7924
002142.SZ,2016-02-29,-1.4839
002142.SZ,2016-03-31,12.7197
002142.SZ,2016-04-30,4.0831
002142.SZ,2016-05-31,6.2767
002142.SZ,2016-06-30,-0.8054
002142.SZ,2016-07-31,7.4811
002142.SZ,2016-08-31,8.3009
002142.SZ,2016-09-30,-6.2874
002142.SZ,2016-10-31,7.2843
002142.SZ,2016-11-30,4.4074
002142.SZ,2016-12-31,-5.077
002142.SZ,2017-01-31,6.6707
002142.SZ,2017-02-28,6.0845
002142.SZ,2017-03-31,-2.1774
002142.SZ,2017-04-30,-4.3974
002142.SZ,2017-05-31,4.77
002142.SZ,2017-06-30,4.607
002142.SZ,2017-07-31,8.4727
002142.SZ,2017-08-31,0.6325
002142.SZ,2017-09-30,-0.8171
002142.SZ,2017-10-31,8.6819
002142.SZ,2017-11-30,7.172
002142.SZ,2017-12-31,-3.1012
002142.SZ,2018-01-31,12.5772
002142.SZ,2018-02-28,1.1471
002142.SZ,2018-03-31,-6.1637
002142.SZ,2018-04-30,-4.8345
002142.SZ,2018-05-31,-6.0188
002142.SZ,2018-06-30,-4.2891
002142.SZ,2018-07-31,9.6401
002142.SZ,2018-08-31,-3.7292
002142.SZ,2018-09-30,5.8403
002142.SZ,2018-10-31,-0.8446
002142.SZ,2018-11-30,-3.975
002142.SZ,2018-12-31,-4.0804
002142.SZ,2019-01-31,7.5832
002142.SZ,2019-02-28,10.6017
002142.SZ,2019-03-31,10.0518
002142.SZ,2019-04-30,7.8154
002142.SZ,2019-05-31,1.31
002142.SZ,2019-06-30,4.4828
002142.SZ,2019-07-31,-0.9764
002142.SZ,2019-08-31,-3.1793
002142.SZ,2019-09-30,10.3765
002142.SZ,2019-10-31,7.14
002142.SZ,2019-11-30,-1.592
002142.SZ,2019-12-31,5.9067
002142.SZ,2020-01-31,-4.3339
002142.SZ,2020-02-29,-6.5726
002142.SZ,2020-03-31,-8.3466
002142.SZ,2020-04-30,12.9662
002142.SZ,2020-05-31,-1.6891
002142.SZ,2020-06-30,2.5771
002142.SZ,2020-07-31,12.0356
002142.SZ,2020-08-31,22.5406
002142.SZ,2020-09-30,-11.3239
002142.SZ,2020-10-31,7.9416
002142.SZ,2020-11-30,8.5933
002142.SZ,2020-12-31,-4.2276
002146.SZ,2016-01-31,-29.171
002146.SZ,2016-02-29,4
002146.SZ,2016-03-31,3.4188
002146.SZ,2016-04-30,-4.5455
002146.SZ,2016-05-31,-1.7316
002146.SZ,2016-06-30,2.2904
002146.SZ,2016-07-31,3.869
002146.SZ,2016-08-31,13.1805
002146.SZ,2016-09-30,-1.0127
002146.SZ,2016-10-31,4.6036
002146.SZ,2016-11-30,8.313
002146.SZ,2016-12-31,-11.3995
002146.SZ,2017-01-31,3.4395
002146.SZ,2017-02-28,4.9261
002146.SZ,2017-03-31,2.3474
002146.SZ,2017-04-30,34.7477
002146.SZ,2017-05-31,-11.7447
002146.SZ,2017-06-30,-1.0744
002146.SZ,2017-07-31,6.8896
002146.SZ,2017-08-31,-3.3175
002146.SZ,2017-09-30,-6.2745
002146.SZ,2017-10-31,-0.6276
002146.SZ,2017-11-30,-8.1053
002146.SZ,2017-12-31,9.1638
002146.SZ,2018-01-31,44.3861
002146.SZ,2018-02-28,-20.3488
002146.SZ,2018-03-31,-8.5766
002146.SZ,2018-04-30,1.996
002146.SZ,2018-05-31,-9.2955
002146.SZ,2018-06-30,-5.8252
002146.SZ,2018-07-31,-0.944
002146.SZ,2018-08-31,-1.0962
002146.SZ,2018-09-30,-1.7241
002146.SZ,2018-10-31,-0.5013
002146.SZ,2018-11-30,5.5416
002146.SZ,2018-12-31,-5.1313
002146.SZ,2019-01-31,15.4717
002146.SZ,2019-02-28,4.0305
002146.SZ,2019-03-31,17.801
002146.SZ,2019-04-30,-8
002146.SZ,2019-05-31,-9.0821
002146.SZ,2019-06-30,-0.2125
002146.SZ,2019-07-31,-2.141
002146.SZ,2019-08-31,-7.3143
002146.SZ,2019-09-30,2.0962
002146.SZ,2019-10-31,5.0725
002146.SZ,2019-11-30,-0.8046
002146.SZ,2019-12-31,13.905
002146.SZ,2020-01-31,-7.8332
002146.SZ,2020-02-29,-5.5188
002146.SZ,2020-03-31,-9.4626
002146.SZ,2020-04-30,4.5161
002146.SZ,2020-05-31,-3.8272
002146.SZ,2020-06-30,3.9795
002146.SZ,2020-07-31,7.2598
002146.SZ,2020-08-31,0.2433
002146.SZ,2020-09-30,-7.4029
002146.SZ,2020-10-31,-7.8637
002146.SZ,2020-11-30,3.9829
002146.SZ,2020-12-31,-10.6703
002153.SZ,2016-01-31,-46.9603
002153.SZ,2016-02-29,-11.2374
002153.SZ,2016-03-31,27.4019
002153.SZ,2016-04-30,-10.0364
002153.SZ,2016-05-31,-1.5658
002153.SZ,2016-06-30,-1.1985
002153.SZ,2016-07-31,-7.3541
002153.SZ,2016-08-31,1.7185
002153.SZ,2016-09-30,-1.7699
002153.SZ,2016-10-31,2.0066
002153.SZ,2016-11-30,2.9707
002153.SZ,2016-12-31,-4.9903
002153.SZ,2017-01-31,-8.2068
002153.SZ,2017-02-28,5.9008
002153.SZ,2017-03-31,-8.8645
002153.SZ,2017-04-30,-1.5748
002153.SZ,2017-05-31,-2.9647
002153.SZ,2017-06-30,10.4491
002153.SZ,2017-07-31,-2.1557
002153.SZ,2017-08-31,3.3723
002153.SZ,2017-09-30,2.3054
002153.SZ,2017-10-31,1.6156
002153.SZ,2017-11-30,18.8285
002153.SZ,2017-12-31,-6.1268
002153.SZ,2018-01-31,-5.0263
002153.SZ,2018-02-28,12.1643
002153.SZ,2018-03-31,-5.5282
002153.SZ,2018-04-30,-7.2307
002153.SZ,2018-05-31,20.0482
002153.SZ,2018-06-30,-2.6011
002153.SZ,2018-07-31,12.6552
002153.SZ,2018-08-31,9.5807
002153.SZ,2018-09-30,-5.6983
002153.SZ,2018-10-31,-13.6552
002153.SZ,2018-11-30,-1.5437
002153.SZ,2018-12-31,-9.547
002153.SZ,2019-01-31,7.0108
002153.SZ,2019-02-28,15.3708
002153.SZ,2019-03-31,1.8721
002153.SZ,2019-04-30,-4.6248
002153.SZ,2019-05-31,7.097
002153.SZ,2019-06-30,8.8458
002153.SZ,2019-07-31,-1.0776
002153.SZ,2019-08-31,-5.0279
002153.SZ,2019-09-30,16.0294
002153.SZ,2019-10-31,-7.8327
002153.SZ,2019-11-30,-0.7426
002153.SZ,2019-12-31,8.0632
002153.SZ,2020-01-31,-3.6923
002153.SZ,2020-02-29,3.328
002153.SZ,2020-03-31,-25.3801
002153.SZ,2020-04-30,5.8702
002153.SZ,2020-05-31,-3.1637
002153.SZ,2020-06-30,31.5932
002153.SZ,2020-07-31,-5.8417
002153.SZ,2020-08-31,-10.4762
002153.SZ,2020-09-30,16.4134
002153.SZ,2020-10-31,-3.812
002153.SZ,2020-11-30,-9.392
002153.SZ,2020-12-31,-6.8604
002202.SZ,2016-01-31,-29.706
002202.SZ,2016-02-29,-9.7378
002202.SZ,2016-03-31,13.5546
002202.SZ,2016-04-30,-3.9586
002202.SZ,2016-05-31,-4.2486
002202.SZ,2016-06-30,0.1987
002202.SZ,2016-07-31,2.842
002202.SZ,2016-08-31,8.2282
002202.SZ,2016-09-30,-3.9804
002202.SZ,2016-10-31,-0.8929
002202.SZ,2016-11-30,21.2355
002202.SZ,2016-12-31,-9.1826
002202.SZ,2017-01-31,-2.4547
002202.SZ,2017-02-28,1.0186
002202.SZ,2017-03-31,-4.745
002202.SZ,2017-04-30,-6.538
002202.SZ,2017-05-31,1.1992
002202.SZ,2017-06-30,1.8433
002202.SZ,2017-07-31,-1.5514
002202.SZ,2017-08-31,3.735
002202.SZ,2017-09-30,8.9241
002202.SZ,2017-10-31,10.2603
002202.SZ,2017-11-30,9.7222
002202.SZ,2017-12-31,19.3038
002202.SZ,2018-01-31,-3.8196
002202.SZ,2018-02-28,-2.5372
002202.SZ,2018-03-31,2.5467
002202.SZ,2018-04-30,-4.8565
002202.SZ,2018-05-31,-6.3805
002202.SZ,2018-06-30,-21.6853
002202.SZ,2018-07-31,10.2848
002202.SZ,2018-08-31,-11.3192
002202.SZ,2018-09-30,-1.3147
002202.SZ,2018-10-31,-26.811
002202.SZ,2018-11-30,25.3697
002202.SZ,2018-12-31,-9.3466
002202.SZ,2019-01-31,28.6286
002202.SZ,2019-02-28,7.5486
002202.SZ,2019-03-31,15.58
002202.SZ,2019-04-30,-20.5498
002202.SZ,2019-05-31,-1.1246
002202.SZ,2019-06-30,8.7489
002202.SZ,2019-07-31,-3.7812
002202.SZ,2019-08-31,10.6315
002202.SZ,2019-09-30,-3.3205
002202.SZ,2019-10-31,0.3994
002202.SZ,2019-11-30,-7.7963
002202.SZ,2019-12-31,3.1061
002202.SZ,2020-01-31,-1.5063
002202.SZ,2020-02-29,-10.6202
002202.SZ,2020-03-31,-9.6958
002202.SZ,2020-04-30,5.0526
002202.SZ,2020-05-31,-5.01
002202.SZ,2020-06-30,5.1688
002202.SZ,2020-07-31,30.3912
002202.SZ,2020-08-31,-14.8639
002202.SZ,2020-09-30,-6.3187
002202.SZ,2020-10-31,13.1965
002202.SZ,2020-11-30,8.0311
002202.SZ,2020-12-31,13.9089
002129.SZ,2016-01-31,-33.2242
002129.SZ,2016-02-29,-6.4951
002129.SZ,2016-03-31,14.6789
002129.SZ,2016-04-30,-5.2571
002129.SZ,2016-05-31,0
002129.SZ,2016-06-30,0
002129.SZ,2016-07-31,0
002129.SZ,2016-08-31,0
002129.SZ,2016-09-30,0
002129.SZ,2016-10-31,0
002129.SZ,2016-11-30,0
002129.SZ,2016-12-31,0
002129.SZ,2017-01-31,0
002129.SZ,2017-02-28,0
002129.SZ,2017-03-31,0
002129.SZ,2017-04-30,0
002129.SZ,2017-05-31,0
002129.SZ,2017-06-30,0
002129.SZ,2017-07-31,0
002129.SZ,2017-08-31,0
002129.SZ,2017-09-30,0
002129.SZ,2017-10-31,0
002129.SZ,2017-11-30,20.9951
002129.SZ,2017-12-31,15.2457
002129.SZ,2018-01-31,-17.4935
002129.SZ,2018-02-28,-4.0084
002129.SZ,2018-03-31,13.8462
002129.SZ,2018-04-30,9.749
002129.SZ,2018-05-31,-17.0624
002129.SZ,2018-06-30,-16.7358
002129.SZ,2018-07-31,7.6628
002129.SZ,2018-08-31,-11.7438
002129.SZ,2018-09-30,2.2849
002129.SZ,2018-10-31,-25.0986
002129.SZ,2018-11-30,15.614
002129.SZ,2018-12-31,9.7117
002129.SZ,2019-01-31,16.3209
002129.SZ,2019-02-28,15.1011
002129.SZ,2019-03-31,2.4793
002129.SZ,2019-04-30,2.4194
002129.SZ,2019-05-31,-0.1969
002129.SZ,2019-06-30,-3.7475
002129.SZ,2019-07-31,4.6171
002129.SZ,2019-08-31,6.778
002129.SZ,2019-09-30,11.4075
002129.SZ,2019-10-31,-5.0372
002129.SZ,2019-11-30,-12.087
002129.SZ,2019-12-31,16.815
002129.SZ,2020-01-31,32.7688
002129.SZ,2020-02-29,12.1173
002129.SZ,2020-03-31,-18.7144
002129.SZ,2020-04-30,20.154
002129.SZ,2020-05-31,2.2132
002129.SZ,2020-06-30,28.1583
002129.SZ,2020-07-31,8.3259
002129.SZ,2020-08-31,-10.933
002129.SZ,2020-09-30,2.215
002129.SZ,2020-10-31,5.3725
002129.SZ,2020-11-30,-4.413
002129.SZ,2020-12-31,14.2985
002230.SZ,2016-01-31,-31.7139
002230.SZ,2016-02-29,0.0395
002230.SZ,2016-03-31,10.3516
002230.SZ,2016-04-30,0
002230.SZ,2016-05-31,4.3119
002230.SZ,2016-06-30,13.1588
002230.SZ,2016-07-31,-11.7199
002230.SZ,2016-08-31,4.7241
002230.SZ,2016-09-30,-6.3879
002230.SZ,2016-10-31,5.452
002230.SZ,2016-11-30,-1.0007
002230.SZ,2016-12-31,-8.7264
002230.SZ,2017-01-31,-0.2215
002230.SZ,2017-02-28,13.7995
002230.SZ,2017-03-31,14.1092
002230.SZ,2017-04-30,-9.3949
002230.SZ,2017-05-31,-5.9306
002230.SZ,2017-06-30,33.8028
002230.SZ,2017-07-31,18.8471
002230.SZ,2017-08-31,20.2235
002230.SZ,2017-09-30,-5.8937
002230.SZ,2017-10-31,-0.0932
002230.SZ,2017-11-30,22.8731
002230.SZ,2017-12-31,-10.2035
002230.SZ,2018-01-31,-7.068
002230.SZ,2018-02-28,0.4185
002230.SZ,2018-03-31,10.2192
002230.SZ,2018-04-30,-13.2336
002230.SZ,2018-05-31,3.0851
002230.SZ,2018-06-30,-11.4333
002230.SZ,2018-07-31,-2.058
002230.SZ,2018-08-31,-0.5094
002230.SZ,2018-09-30,-8.576
002230.SZ,2018-10-31,-21.0011
002230.SZ,2018-11-30,9.0829
002230.SZ,2018-12-31,0.0812
002230.SZ,2019-01-31,10.7549
002230.SZ,2019-02-28,30.8538
002230.SZ,2019-03-31,1.6242
002230.SZ,2019-04-30,-10.9672
002230.SZ,2019-05-31,-9.9969
002230.SZ,2019-06-30,14.3054
002230.SZ,2019-07-31,-1.1733
002230.SZ,2019-08-31,0.1522
002230.SZ,2019-09-30,-3.1611
002230.SZ,2019-10-31,4.1602
002230.SZ,2019-11-30,-0.3929
002230.SZ,2019-12-31,4.6117
002230.SZ,2020-01-31,2.0592
002230.SZ,2020-02-29,9.6618
002230.SZ,2020-03-31,-10.7023
002230.SZ,2020-04-30,-3.4243
002230.SZ,2020-05-31,-3.9964
002230.SZ,2020-06-30,17.4865
002230.SZ,2020-07-31,-2.164
002230.SZ,2020-08-31,2.9219
002230.SZ,2020-09-30,-9.074
002230.SZ,2020-10-31,11.0009
002230.SZ,2020-11-30,0.4732
002230.SZ,2020-12-31,6.9335
002236.SZ,2016-01-31,-19.6748
002236.SZ,2016-02-29,4.251
002236.SZ,2016-03-31,16.6343
002236.SZ,2016-04-30,-3.2202
002236.SZ,2016-05-31,-4.1817
002236.SZ,2016-06-30,-1.4296
002236.SZ,2016-07-31,13.5878
002236.SZ,2016-08-31,1.7473
002236.SZ,2016-09-30,2.4439
002236.SZ,2016-10-31,-5.7382
002236.SZ,2016-11-30,-2.1204
002236.SZ,2016-12-31,-4.4025
002236.SZ,2017-01-31,0.1462
002236.SZ,2017-02-28,11.8248
002236.SZ,2017-03-31,4.2428
002236.SZ,2017-04-30,15.216
002236.SZ,2017-05-31,1.6304
002236.SZ,2017-06-30,22.5353
002236.SZ,2017-07-31,5.5677
002236.SZ,2017-08-31,2.2841
002236.SZ,2017-09-30,-2.2737
002236.SZ,2017-10-31,15.2887
002236.SZ,2017-11-30,-12.2883
002236.SZ,2017-12-31,-5.1356
002236.SZ,2018-01-31,13.7722
002236.SZ,2018-02-28,10.0114
002236.SZ,2018-03-31,-11.3495
002236.SZ,2018-04-30,-12.178
002236.SZ,2018-05-31,8.6789
002236.SZ,2018-06-30,-7.0103
002236.SZ,2018-07-31,-16.6741
002236.SZ,2018-08-31,-17.2432
002236.SZ,2018-09-30,-5.0161
002236.SZ,2018-10-31,-22.0718
002236.SZ,2018-11-30,15.8992
002236.SZ,2018-12-31,-14.093
002236.SZ,2019-01-31,7.8534
002236.SZ,2019-02-28,28.0744
002236.SZ,2019-03-31,3.7271
002236.SZ,2019-04-30,1.1909
002236.SZ,2019-05-31,-24.2131
002236.SZ,2019-06-30,15.9744
002236.SZ,2019-07-31,11.2259
002236.SZ,2019-08-31,-0.5573
002236.SZ,2019-09-30,7.5342
002236.SZ,2019-10-31,-6.6589
002236.SZ,2019-11-30,5.0868
002236.SZ,2019-12-31,17.3554
002236.SZ,2020-01-31,1.2072
002236.SZ,2020-02-29,-3.6779
002236.SZ,2020-03-31,-16.5635
002236.SZ,2020-04-30,4.329
002236.SZ,2020-05-31,-11.083
002236.SZ,2020-06-30,29.0995
002236.SZ,2020-07-31,10.8277
002236.SZ,2020-08-31,7.3744
002236.SZ,2020-09-30,-10.3237
002236.SZ,2020-10-31,10.2927
002236.SZ,2020-11-30,-7.6073
002236.SZ,2020-12-31,-4.787
002195.SZ,2016-01-31,-34.0541
002195.SZ,2016-02-29,-3.4836
002195.SZ,2016-03-31,14.2675
002195.SZ,2016-04-30,-10.851
002195.SZ,2016-05-31,8.1284
002195.SZ,2016-06-30,-4.8762
002195.SZ,2016-07-31,-4.1497
002195.SZ,2016-08-31,-1.2733
002195.SZ,2016-09-30,-2.4936
002195.SZ,2016-10-31,5.2028
002195.SZ,2016-11-30,2.0117
002195.SZ,2016-12-31,-6.9844
002195.SZ,2017-01-31,-12.7208
002195.SZ,2017-02-28,18.2186
002195.SZ,2017-03-31,-0.8562
002195.SZ,2017-04-30,-13.0422
002195.SZ,2017-05-31,1.5254
002195.SZ,2017-06-30,19.3656
002195.SZ,2017-07-31,9.7902
002195.SZ,2017-08-31,3.3121
002195.SZ,2017-09-30,-12.0838
002195.SZ,2017-10-31,-4.7686
002195.SZ,2017-11-30,-11.6348
002195.SZ,2017-12-31,-2.6667
002195.SZ,2018-01-31,3.7671
002195.SZ,2018-02-28,-0.165
002195.SZ,2018-03-31,-5.2893
002195.SZ,2018-04-30,28.2723
002195.SZ,2018-05-31,-19.1837
002195.SZ,2018-06-30,-5.8306
002195.SZ,2018-07-31,4.9065
002195.SZ,2018-08-31,-0.2227
002195.SZ,2018-09-30,-4.0179
002195.SZ,2018-10-31,-7.6744
002195.SZ,2018-11-30,-2.7708
002195.SZ,2018-12-31,-4.4041
002195.SZ,2019-01-31,-4.878
002195.SZ,2019-02-28,39.6011
002195.SZ,2019-03-31,23.6735
002195.SZ,2019-04-30,-7.7558
002195.SZ,2019-05-31,-9.1234
002195.SZ,2019-06-30,0.1518
002195.SZ,2019-07-31,-5.3985
002195.SZ,2019-08-31,-10.8696
002195.SZ,2019-09-30,0.9146
002195.SZ,2019-10-31,-1.5106
002195.SZ,2019-11-30,-7.362
002195.SZ,2019-12-31,6.9536
002195.SZ,2020-01-31,-2.1672
002195.SZ,2020-02-29,0
002195.SZ,2020-03-31,-12.0253
002195.SZ,2020-04-30,7.1942
002195.SZ,2020-05-31,-4.3624
002195.SZ,2020-06-30,-1.0576
002195.SZ,2020-07-31,9.9644
002195.SZ,2020-08-31,-2.2654
002195.SZ,2020-09-30,-5.9603
002195.SZ,2020-10-31,-4.9296
002195.SZ,2020-11-30,-5.9259
002195.SZ,2020-12-31,-11.0236
002241.SZ,2016-01-31,-20.8671
002241.SZ,2016-02-29,-13.6231
002241.SZ,2016-03-31,8.2452
002241.SZ,2016-04-30,11.9922
002241.SZ,2016-05-31,-5.4063
002241.SZ,2016-06-30,6.1308
002241.SZ,2016-07-31,-11.053
002241.SZ,2016-08-31,13.8769
002241.SZ,2016-09-30,4.062
002241.SZ,2016-10-31,1.6209
002241.SZ,2016-11-30,-7.8451
002241.SZ,2016-12-31,-6.3229
002241.SZ,2017-01-31,4.4872
002241.SZ,2017-02-28,7.4341
002241.SZ,2017-03-31,14.3433
002241.SZ,2017-04-30,2.4971
002241.SZ,2017-05-31,-2.1301
002241.SZ,2017-06-30,13.4118
002241.SZ,2017-07-31,-0.2593
002241.SZ,2017-08-31,12.3245
002241.SZ,2017-09-30,-6.2963
002241.SZ,2017-10-31,9.3874
002241.SZ,2017-11-30,-14.4986
002241.SZ,2017-12-31,-8.3465
002241.SZ,2018-01-31,-19.3084
002241.SZ,2018-02-28,11.1429
002241.SZ,2018-03-31,-13.7532
002241.SZ,2018-04-30,-15.7228
002241.SZ,2018-05-31,0.623
002241.SZ,2018-06-30,-9.7431
002241.SZ,2018-07-31,-5.5937
002241.SZ,2018-08-31,-7.6923
002241.SZ,2018-09-30,-6.5315
002241.SZ,2018-10-31,-12.4096
002241.SZ,2018-11-30,-1.1004
002241.SZ,2018-12-31,-4.3115
002241.SZ,2019-01-31,-3.6337
002241.SZ,2019-02-28,33.9367
002241.SZ,2019-03-31,18.2432
002241.SZ,2019-04-30,1.5238
002241.SZ,2019-05-31,-25.7974
002241.SZ,2019-06-30,13.7633
002241.SZ,2019-07-31,31.2711
002241.SZ,2019-08-31,12.7678
002241.SZ,2019-09-30,33.5866
002241.SZ,2019-10-31,5.6883
002241.SZ,2019-11-30,4.3595
002241.SZ,2019-12-31,2.7334
002241.SZ,2020-01-31,18.5241
002241.SZ,2020-02-29,-5.6756
002241.SZ,2020-03-31,-26.3134
002241.SZ,2020-04-30,17.9159
002241.SZ,2020-05-31,10.3394
002241.SZ,2020-06-30,38.2298
002241.SZ,2020-07-31,45.436
