code,date,mcap,circ_mcap,pe,pb
600398.SH,2017-08-31,427.2613,427.2613,13.2484,4.3992
600398.SH,2017-07-31,424.1163,424.1163,13.3579,5.4079
600398.SH,2017-06-30,426.3627,426.3627,13.4286,5.4365
600398.SH,2017-05-31,425.9135,425.9135,13.4145,5.4308
600398.SH,2017-04-30,455.5657,455.5657,14.3484,5.8089
600398.SH,2017-03-31,470.3918,470.3918,15.0639,4.6833
600398.SH,2017-02-28,468.1454,159.5531,15.2095,5.0128
600398.SH,2017-01-31,475.7831,162.1561,15.4576,5.0946
600398.SH,2016-12-31,484.7686,165.2186,15.7496,5.1908
600398.SH,2016-11-30,496.0005,169.0466,16.1145,5.3111
600398.SH,2016-10-31,493.7541,168.281,16.0415,5.287
600398.SH,2016-09-30,482.0729,164.2998,15.7535,5.6184
600398.SH,2016-08-31,504.0874,171.8028,16.4729,5.875
600398.SH,2016-07-31,532.8411,181.6026,17.5114,6.863
600398.SH,2016-06-30,507.6816,173.0278,16.6845,6.539
600398.SH,2016-05-31,503.1889,171.4966,16.5369,6.4811
600398.SH,2016-04-30,481.1744,163.9936,15.8134,5.2038
600398.SH,2016-03-31,517.1164,176.2434,16.9471,6.7835
600398.SH,2016-02-29,458.2613,156.1844,15.0183,6.0114
600398.SH,2016-01-31,438.0439,149.2939,14.3557,5.7462
600406.SH,2020-12-31,1227.9951,1217.8796,25.8777,3.8609
600406.SH,2020-11-30,1090.2674,692.3426,22.9754,3.4279
600406.SH,2020-10-31,959.5149,609.285,20.22,3.0166
600406.SH,2020-09-30,911.4467,578.7621,20.1723,2.9773
600406.SH,2020-08-31,1035.3147,657.4174,22.9137,3.3819
600406.SH,2020-07-31,982.1624,623.666,22.6186,3.2083
600406.SH,2020-06-30,935.943,594.317,21.5542,3.0573
600406.SH,2020-05-31,855.5212,543.2498,19.7021,2.7946
600406.SH,2020-04-30,929.0101,589.9147,21.3945,3.0347
600406.SH,2020-03-31,912.8333,579.6425,22.8638,2.9908
600406.SH,2020-02-29,916.5309,581.9905,22.9565,3.0029
600406.SH,2020-01-31,839.8066,533.2711,21.0347,2.7515
600406.SH,2019-12-31,978.964,621.6116,24.5202,3.4591
600406.SH,2019-11-30,1061.2376,673.8528,26.5809,3.7498
600406.SH,2019-10-31,1014.5543,644.2103,25.4117,3.5849
600406.SH,2019-09-30,945.2225,600.1868,23.5654,3.6876
600406.SH,2019-08-31,799.6259,507.7375,19.9355,3.1196
600406.SH,2019-07-31,871.7309,553.5219,21.0343,3.4009
600406.SH,2019-06-30,861.5623,547.0652,20.7889,3.0923
600406.SH,2019-05-31,845.8471,537.0865,20.4097,3.0359
600406.SH,2019-04-30,921.1875,584.9253,22.2276,3.3063
600406.SH,2019-03-31,975.7285,538.9816,20.7786,3.6962
600406.SH,2019-02-28,847.0611,471.8323,18.0385,3.2518
600406.SH,2019-01-31,877.7717,488.9388,18.6925,3.3697
600406.SH,2018-12-31,849.353,473.1089,18.0874,3.2606
600406.SH,2018-11-30,805.8082,387.7715,17.16,3.0934
600406.SH,2018-10-31,795.2657,382.6982,16.9355,3.0529
600406.SH,2018-09-30,809.0167,389.3155,19.066,3.225
600406.SH,2018-08-31,736.5948,354.4646,17.3592,2.9363
600406.SH,2018-07-31,728.3442,350.4942,21.9582,3.0545
600406.SH,2018-06-30,724.2189,348.5091,21.8338,3.0372
600406.SH,2018-05-31,782.4315,376.5221,23.5888,3.069
600406.SH,2018-04-30,792.9739,381.5954,23.9066,3.1103
600406.SH,2018-03-31,706.3513,370.7872,45.8638,2.1309
600406.SH,2018-02-28,681.9798,357.9938,44.2813,2.0573
600406.SH,2018-01-31,711.3936,373.4341,46.1912,2.1461
600406.SH,2017-12-31,768.1202,403.2118,49.8745,2.3172
600406.SH,2017-11-30,460.5296,418.2109,29.9024,5.127
600406.SH,2017-10-31,410.9789,373.2135,26.6851,4.5754
600406.SH,2017-09-30,401.2631,364.3905,26.4644,4.7367
600406.SH,2017-08-31,410.9789,373.2135,27.1052,4.8514
600406.SH,2017-07-31,422.6379,383.8011,27.8741,4.989
600406.SH,2017-06-30,428.7103,389.3155,29.546,5.267
600406.SH,2017-05-31,403.9349,366.8168,27.8386,4.5548
600406.SH,2017-04-30,403.9349,366.8168,27.8386,4.5548
600406.SH,2017-03-31,403.9349,366.8168,27.9119,4.564
600406.SH,2017-02-28,403.9349,366.8168,22.793,4.9442
600406.SH,2017-01-31,403.9349,366.8168,22.793,4.9442
600406.SH,2016-12-31,403.9349,366.8168,22.793,4.9442
600406.SH,2016-11-30,375.5162,341.0095,21.1894,4.5964
600406.SH,2016-10-31,371.6299,337.4803,20.9701,4.5488
600406.SH,2016-09-30,396.4052,359.979,25.4954,5.1598
600406.SH,2016-08-31,368.7151,334.8334,23.7145,4.7993
600406.SH,2016-07-31,362.6427,329.319,27.8103,4.8899
600406.SH,2016-06-30,324.7511,294.9093,24.9044,4.379
600406.SH,2016-05-31,325.9655,296.0121,24.9976,4.3954
600406.SH,2016-04-30,339.3248,308.1438,26.0221,4.2037
600406.SH,2016-03-31,349.7693,317.6285,37.8512,4.9588
600406.SH,2016-02-29,305.5623,277.4838,33.0672,4.3321
600406.SH,2016-01-31,315.2781,286.3068,34.1186,4.4698
600415.SH,2020-12-31,299.9211,299.9211,22.3347,2.211
600415.SH,2020-11-30,297.7438,297.7438,22.1726,2.195
600415.SH,2020-10-31,289.0347,289.0347,21.524,2.1308
600415.SH,2020-09-30,304.82,304.82,23.4262,2.2856
600415.SH,2020-08-31,327.1372,327.1372,25.1414,2.453
600415.SH,2020-07-31,402.2535,402.2535,30.4695,3.1306
600415.SH,2020-06-30,265.0845,265.0845,20.0793,2.0037
600415.SH,2020-05-31,187.7909,187.7909,14.2246,1.4194
600415.SH,2020-04-30,179.0817,179.0817,13.5649,1.3536
600415.SH,2020-03-31,180.1704,180.1704,24.1557,1.432
600415.SH,2020-02-29,187.7909,187.7909,25.1774,1.4926
600415.SH,2020-01-31,212.8297,212.8297,28.5344,1.6916
600415.SH,2019-12-31,210.6524,210.6524,28.2425,1.6743
600415.SH,2019-11-30,207.3865,207.3865,27.8046,1.6483
600415.SH,2019-10-31,212.2854,212.2854,28.4614,1.6873
600415.SH,2019-09-30,205.7535,205.7535,37.9333,1.6826
600415.SH,2019-08-31,207.3865,207.3865,38.2344,1.696
600415.SH,2019-07-31,216.6399,216.6399,38.5281,1.8399
600415.SH,2019-06-30,224.2604,224.2604,39.8833,1.9046
600415.SH,2019-05-31,217.7286,217.7286,38.7217,1.7992
600415.SH,2019-04-30,234.0582,234.0582,41.6258,1.9342
600415.SH,2019-03-31,259.097,259.097,16.3855,2.1296
600415.SH,2019-02-28,237.3241,237.3241,15.0086,1.9507
600415.SH,2019-01-31,195.4114,195.4114,12.358,1.6062
600415.SH,2018-12-31,189.9682,189.9682,12.0137,1.5614
600415.SH,2018-11-30,197.0444,197.0444,12.4613,1.6196
600415.SH,2018-10-31,199.2216,199.2216,12.5989,1.6375
600415.SH,2018-09-30,221.5388,221.5388,13.525,1.8447
600415.SH,2018-08-31,222.6275,222.6275,13.5915,1.8538
600415.SH,2018-07-31,238.4128,238.4128,15.8722,2.0841
600415.SH,2018-06-30,234.6025,234.6025,15.6186,1.9747
600415.SH,2018-05-31,280.8699,280.8699,18.6988,2.3641
600415.SH,2018-04-30,273.2494,273.2494,18.1915,2.3
600415.SH,2018-03-31,291.212,291.212,19.8588,2.6584
600415.SH,2018-02-28,292.3006,292.3006,19.9331,2.6683
600415.SH,2018-01-31,323.8712,323.8712,22.086,2.9565
600415.SH,2017-12-31,314.6178,314.6178,21.455,2.872
600415.SH,2017-11-30,333.1247,333.1247,22.717,3.041
600415.SH,2017-10-31,381.5693,381.5693,26.0206,3.4832
600415.SH,2017-09-30,382.658,382.658,25.1556,3.5472
600415.SH,2017-08-31,393.0001,393.0001,25.8354,3.643
600415.SH,2017-07-31,398.9876,398.9876,26.0814,3.8037
600415.SH,2017-06-30,394.0887,394.0887,25.7611,3.757
600415.SH,2017-05-31,426.2037,426.2037,27.8605,3.9405
600415.SH,2017-04-30,390.8228,390.8228,25.5476,3.6134
600415.SH,2017-03-31,431.1026,431.1026,40.6595,4.2514
600415.SH,2017-02-28,431.6469,431.6469,37.9371,4.3549
600415.SH,2017-01-31,437.6344,437.6344,38.4633,4.4153
600415.SH,2016-12-31,470.838,470.838,41.3815,4.7503
600415.SH,2016-11-30,452.8754,452.8754,39.8028,4.5691
600415.SH,2016-10-31,413.6843,413.6843,36.3583,4.1737
600415.SH,2016-09-30,441.989,441.989,42.4226,4.5791
600415.SH,2016-08-31,393.0001,393.0001,37.7206,4.0715
600415.SH,2016-07-31,354.3532,354.3532,45.5873,3.8011
600415.SH,2016-06-30,336.3906,336.3906,43.2764,3.6084
600415.SH,2016-05-31,353.2646,353.2646,45.4472,3.6819
600415.SH,2016-04-30,384.2909,384.2909,49.4387,4.0053
600415.SH,2016-03-31,416.4059,416.4059,60.4888,4.3957
600415.SH,2016-02-29,352.176,352.176,75.0299,3.9693
600415.SH,2016-01-31,322.7826,322.7826,68.7678,3.638
600485.SH,2020-12-31,40.64,40.64,,
600485.SH,2020-11-30,40.64,40.64,,
600485.SH,2020-10-31,40.64,40.64,,
600485.SH,2020-09-30,40.64,40.64,,
600485.SH,2020-08-31,40.64,40.64,,
600485.SH,2020-07-31,40.64,40.64,,
600485.SH,2020-06-30,40.64,40.64,,
600485.SH,2020-05-31,40.64,40.64,,
600485.SH,2020-04-30,40.64,40.64,-0.2209,-0.3534
600485.SH,2020-03-31,42.1019,42.1019,-0.2348,-0.4831
600485.SH,2020-02-29,44.4409,44.4409,-0.2478,-0.5099
600485.SH,2020-01-31,71.3393,71.3393,-0.3978,-0.8185
600485.SH,2019-12-31,89.4665,89.4665,-0.4989,-1.0265
600485.SH,2019-11-30,47.657,47.657,-0.2657,-0.5468
600485.SH,2019-10-31,36.8392,36.8392,-0.2054,-0.4227
600485.SH,2019-09-30,43.2714,43.2714,-0.2404,-0.5143
600485.SH,2019-08-31,67.5385,67.5385,-0.3752,-0.8027
600485.SH,2019-07-31,208.4629,208.4629,-7.9846,3.0091
600485.SH,2019-06-30,426.5741,426.5741,-16.3387,6.1576
600485.SH,2019-05-31,426.5741,426.5741,-16.3387,6.1576
600485.SH,2019-04-30,426.5741,426.5741,-16.3387,6.1576
600485.SH,2019-03-31,426.5741,426.5741,-14.1122,4.649
600485.SH,2019-02-28,426.5741,426.5741,-14.1122,4.649
600485.SH,2019-01-31,426.5741,426.5741,-14.1122,4.649
600485.SH,2018-12-31,426.5741,426.5741,-14.1122,4.649
600485.SH,2018-11-30,426.5741,426.5741,-14.1122,4.649
600485.SH,2018-10-31,426.5741,426.5741,-14.1122,4.649
600485.SH,2018-09-30,426.5741,426.5741,-14.487,4.4663
600485.SH,2018-08-31,426.5741,426.5741,-14.487,4.4663
600485.SH,2018-07-31,426.5741,426.5741,-21.4956,4.5005
600485.SH,2018-06-30,426.5741,426.5741,-21.4956,4.5005
600485.SH,2018-05-31,426.5741,426.5741,-21.4956,4.5005
600485.SH,2018-04-30,426.5741,426.5741,-21.4956,4.5005
600485.SH,2018-03-31,426.5741,426.5741,79.596,3.4982
600485.SH,2018-02-28,426.5741,426.5741,79.596,3.4982
600485.SH,2018-01-31,426.5741,426.5741,79.596,3.4982
600485.SH,2017-12-31,426.5741,426.5741,79.596,3.4982
600485.SH,2017-11-30,426.5741,426.5741,79.596,3.4982
600485.SH,2017-10-31,426.5741,426.5741,79.596,3.4982
600485.SH,2017-09-30,426.5741,426.5741,50.563,3.4117
600485.SH,2017-08-31,426.5741,426.5741,50.563,3.4117
600485.SH,2017-07-31,426.5741,426.5741,54.3258,3.703
600485.SH,2017-06-30,426.5741,426.5741,54.3258,3.703
600485.SH,2017-05-31,426.8664,426.8664,54.3631,3.697
600485.SH,2017-04-30,426.8664,426.8664,54.3631,3.697
600485.SH,2017-03-31,426.8664,426.8664,19.782,3.6479
600485.SH,2017-02-28,426.8664,426.8664,19.782,3.6479
600485.SH,2017-01-31,426.8664,426.8664,19.782,3.6479
600485.SH,2016-12-31,426.8664,426.8664,19.782,3.6479
600485.SH,2016-11-30,508.1465,508.1465,23.5487,4.3425
600485.SH,2016-10-31,511.9474,511.9474,23.7249,4.375
600485.SH,2016-09-30,501.1295,501.1295,16.878,4.2947
600485.SH,2016-08-31,536.2144,536.2144,18.0596,4.5954
600485.SH,2016-07-31,494.1125,494.1125,23.9881,4.6009
600485.SH,2016-06-30,521.5957,521.5957,25.3224,4.8471
600485.SH,2016-05-31,518.9643,518.9643,25.1946,4.8226
600485.SH,2016-04-30,535.3373,535.3373,25.9895,4.9748
600485.SH,2016-03-31,535.3373,535.3373,17.9993,4.665
600485.SH,2016-02-29,535.3373,535.3373,17.9993,4.665
600485.SH,2016-01-31,535.3373,535.3373,17.9993,4.665
600489.SH,2020-12-31,427.0482,304.0452,39.349,1.8418
600489.SH,2020-11-30,461.9489,328.8934,42.5648,1.9924
600489.SH,2020-10-31,450.8001,320.9558,41.5375,1.9443
600489.SH,2020-09-30,487.1549,346.8393,78.452,2.1871
600489.SH,2020-08-31,528.3571,376.174,85.0872,2.372
600489.SH,2020-07-31,526.4713,391.359,172.1557,2.2539
600489.SH,2020-06-30,424.334,315.4339,138.7569,1.8167
600489.SH,2020-05-31,430.8337,320.2655,140.8822,1.8445
600489.SH,2020-04-30,289.8955,289.8955,94.7956,1.8797
600489.SH,2020-03-31,278.5068,278.5068,206.88,2.0343
600489.SH,2020-02-29,279.8872,279.8872,207.9054,2.0444
600489.SH,2020-01-31,279.8872,279.8872,207.9054,2.0444
600489.SH,2019-12-31,292.6564,292.6564,217.3907,2.1376
600489.SH,2019-11-30,270.5692,270.5692,200.9838,1.9763
600489.SH,2019-10-31,284.0286,284.0286,210.9817,2.0746
600489.SH,2019-09-30,299.5587,299.5587,206.8962,2.208
600489.SH,2019-08-31,337.5212,337.5212,233.1158,2.4878
600489.SH,2019-07-31,323.3716,323.3716,189.5066,2.3835
600489.SH,2019-06-30,354.4318,354.4318,207.7089,2.5842
600489.SH,2019-05-31,279.5421,279.5421,163.8211,2.0382
600489.SH,2019-04-30,274.0203,274.0203,160.5851,1.9979
600489.SH,2019-03-31,295.0722,295.0722,164.9204,2.2234
600489.SH,2019-02-28,299.9038,299.9038,167.6209,2.2598
600489.SH,2019-01-31,273.6752,273.6752,152.9613,2.0622
600489.SH,2018-12-31,296.1076,296.1076,165.4991,2.2312
600489.SH,2018-11-30,269.8789,269.8789,150.8395,2.0336
600489.SH,2018-10-31,272.6398,272.6398,152.3826,2.0544
600489.SH,2018-09-30,234.3322,234.3322,115.2045,1.7341
600489.SH,2018-08-31,229.1555,229.1555,112.6595,1.6958
600489.SH,2018-07-31,241.2345,241.2345,92.4224,1.7794
600489.SH,2018-06-30,235.3676,235.3676,90.1746,1.7362
600489.SH,2018-05-31,298.8685,298.8685,114.5033,2.2046
600489.SH,2018-04-30,302.3196,302.3196,115.8255,2.23
600489.SH,2018-03-31,320.2655,320.2655,124.1429,2.3705
600489.SH,2018-02-28,299.2136,299.2136,115.9826,2.2147
600489.SH,2018-01-31,337.8663,337.8663,130.9654,2.5008
600489.SH,2017-12-31,341.3175,341.3175,132.3031,2.5263
600489.SH,2017-11-30,335.7956,335.7956,130.1627,2.4854
600489.SH,2017-10-31,347.8746,347.8746,134.8448,2.5748
600489.SH,2017-09-30,369.9619,369.9619,97.1823,2.7618
600489.SH,2017-08-31,384.8018,384.8018,101.0805,2.8726
600489.SH,2017-07-31,377.5544,377.5544,96.7754,2.8267
600489.SH,2017-06-30,346.1491,346.1491,88.7255,2.5916
600489.SH,2017-05-31,344.4235,344.4235,88.2832,2.5787
600489.SH,2017-04-30,395.1552,395.1552,101.2868,2.9585
600489.SH,2017-03-31,404.4733,404.4733,98.0002,3.0211
600489.SH,2017-02-28,431.3921,431.3921,104.5224,3.2222
600489.SH,2017-01-31,419.6583,419.6583,101.6794,3.1346
600489.SH,2016-12-31,417.2425,417.2425,101.094,3.1165
600489.SH,2016-11-30,446.5772,446.5772,108.2016,3.3356
600489.SH,2016-10-31,430.0117,430.0117,104.1879,3.2119
600489.SH,2016-09-30,418.6229,418.6229,183.0154,3.1783
600489.SH,2016-08-31,458.311,458.311,200.3663,3.4796
600489.SH,2016-07-31,489.3713,489.3713,380.0035,3.756
600489.SH,2016-06-30,387.9078,387.9078,301.2157,2.9772
600489.SH,2016-05-31,334.0701,334.0701,259.41,3.3643
600489.SH,2016-04-30,334.0565,334.0565,259.3994,3.3642
600489.SH,2016-03-31,315.5141,315.5141,-139.2616,3.1569
600489.SH,2016-02-29,300.2093,300.2093,-132.5064,3.0038
600489.SH,2016-01-31,236.9299,236.9299,-104.5761,2.3706
600519.SH,2020-12-31,25098.832,25098.832,56.3023,16.907
600519.SH,2020-11-30,21530.0997,21530.0997,48.2968,14.503
600519.SH,2020-10-31,20978.7545,20978.7545,47.06,14.1317
600519.SH,2020-09-30,20959.6603,20959.6603,47.7908,15.2738
600519.SH,2020-08-31,22441.9737,22441.9737,51.1707,16.354
600519.SH,2020-07-31,21081.2602,21081.2602,48.0681,15.3624
600519.SH,2020-06-30,18376.6664,18376.6664,42.6582,14.3885
600519.SH,2020-05-31,17167.1991,17167.1991,39.8507,11.5136
600519.SH,2020-04-30,15899.6956,15899.6956,36.9084,10.6635
600519.SH,2020-03-31,13956.3576,13956.3576,34.1023,11.1421
600519.SH,2020-02-29,13278.0107,13278.0107,32.4448,10.6005
600519.SH,2020-01-31,13225.2504,13225.2504,32.3159,10.5584
600519.SH,2019-12-31,14860.82,14860.82,36.3124,11.8641
600519.SH,2019-11-30,14182.4732,14182.4732,34.6549,11.3226
600519.SH,2019-10-31,14823.2597,14823.2597,36.2206,11.8342
600519.SH,2019-09-30,14446.2747,14446.2747,36.6745,12.5888
600519.SH,2019-08-31,14345.7789,14345.7789,36.4194,12.5012
600519.SH,2019-07-31,12217.7798,12217.7798,31.0171,10.6468
600519.SH,2019-06-30,12360.9864,12360.9864,32.5991,11.684
600519.SH,2019-05-31,11180.1604,11180.1604,29.485,9.0121
600519.SH,2019-04-30,12235.3666,12235.3666,32.2678,9.8626
600519.SH,2019-03-31,10727.8036,10727.8036,30.4736,9.5072
600519.SH,2019-02-28,9484.419,9484.419,29.798,9.2649
600519.SH,2019-01-31,8662.74,8662.74,27.2164,8.4622
600519.SH,2018-12-31,7411.6926,7411.6926,23.2859,7.2401
600519.SH,2018-11-30,7097.5176,7097.5176,22.2989,6.9332
600519.SH,2018-10-31,6895.2697,6895.2697,21.6634,6.7357
600519.SH,2018-09-30,9170.2439,9170.2439,29.0265,9.8185
600519.SH,2018-08-31,8280.7303,8280.7303,26.2109,8.8661
600519.SH,2018-07-31,9125.5233,9125.5233,30.9727,10.5937
600519.SH,2018-06-30,9188.5844,9188.5844,31.1867,10.6669
600519.SH,2018-05-31,9435.6785,9435.6785,32.0254,9.4396
600519.SH,2018-04-30,8322.6873,8322.6873,28.2478,8.3262
600519.SH,2018-03-31,8587.6194,8587.6194,31.7128,9.3904
600519.SH,2018-02-28,9115.2225,9115.2225,37.6093,10.8056
600519.SH,2018-01-31,9604.1347,9604.1347,39.6265,11.3852
600519.SH,2017-12-31,8761.854,8761.854,36.1513,10.3867
600519.SH,2017-11-30,7926.6081,7926.6081,32.7051,9.3966
600519.SH,2017-10-31,7763.6793,7763.6793,32.0328,9.2035
600519.SH,2017-09-30,6502.5823,6502.5823,33.9267,8.5987
600519.SH,2017-08-31,6169.8155,6169.8155,32.1905,8.1587
600519.SH,2017-07-31,6045.0751,6045.0751,31.5397,7.9937
600519.SH,2017-06-30,5927.3693,5927.3693,33.0175,7.5013
600519.SH,2017-05-31,5564.2025,5564.2025,30.9945,7.0417
600519.SH,2017-04-30,5194.1267,5194.1267,28.9331,6.5734
600519.SH,2017-03-31,4853.4458,4853.4458,29.3365,7.0706
600519.SH,2017-02-28,4455.2311,4455.2311,26.9295,6.4905
600519.SH,2017-01-31,4326.5965,4326.5965,26.152,6.3031
600519.SH,2016-12-31,4197.5849,4197.5849,25.3722,6.1151
600519.SH,2016-11-30,4008.2759,4008.2759,24.2279,5.8393
600519.SH,2016-10-31,3994.0809,3994.0809,24.1421,5.8186
600519.SH,2016-09-30,3742.3389,3742.3389,22.7948,5.7593
600519.SH,2016-08-31,3896.6,3896.6,23.7344,5.9967
600519.SH,2016-07-31,3933.7834,3933.7834,24.544,5.7161
600519.SH,2016-06-30,3667.0926,3667.0926,22.8801,5.3286
600519.SH,2016-05-31,3322.2663,3322.2663,20.7286,4.8276
600519.SH,2016-04-30,3155.5689,3155.5689,19.6885,4.5853
600519.SH,2016-03-31,3110.8482,3110.8482,20.066,4.8663
600519.SH,2016-02-29,2699.6947,2699.6947,16.788,4.5109
600519.SH,2016-01-31,2520.5609,2520.5609,15.674,4.2116
600518.SH,2020-12-31,133.2995,133.2995,-1.8867,0.8774
600518.SH,2020-11-30,150.708,150.708,-2.133,0.9919
600518.SH,2020-10-31,160.6557,160.6557,-2.2738,1.0574
600518.SH,2020-09-30,163.1427,163.1427,-2.6441,1.0107
600518.SH,2020-08-31,146.7289,146.7289,-2.3781,0.909
600518.SH,2020-07-31,146.7289,146.7289,-2.8336,0.7912
600518.SH,2020-06-30,126.8335,126.8335,-2.4494,0.6839
600518.SH,2020-05-31,123.8492,123.8492,-2.973,0.6678
600518.SH,2020-04-30,133.7969,133.7969,-3.2117,0.7214
600518.SH,2020-03-31,153.1949,153.1949,-5.7185,0.6139
600518.SH,2020-02-29,159.661,159.661,-5.9599,0.6398
600518.SH,2020-01-31,171.1008,171.1008,-6.3869,0.6856
600518.SH,2019-12-31,185.525,185.525,-6.9253,0.7434
600518.SH,2019-11-30,180.0538,180.0538,-6.7211,0.7215
600518.SH,2019-10-31,185.525,185.525,-6.9253,0.7434
600518.SH,2019-09-30,193.4832,193.4832,-13.9811,0.7774
600518.SH,2019-08-31,172.593,172.593,-12.4716,0.6934
600518.SH,2019-07-31,160.1583,160.1583,-238.976,0.6294
600518.SH,2019-06-30,172.593,172.593,-257.5301,0.6782
600518.SH,2019-05-31,208.4048,208.4048,-310.9657,0.8189
600518.SH,2019-04-30,474.5064,474.5064,-708.0222,1.8646
600518.SH,2019-03-31,519.7685,519.7685,10.8347,1.6421
600518.SH,2019-02-28,528.2241,528.2241,11.011,1.6688
600518.SH,2019-01-31,290.4735,290.4735,6.055,0.9177
600518.SH,2018-12-31,458.0927,458.0927,9.5491,1.4473
600518.SH,2018-11-30,523.7476,523.7476,10.9177,1.6547
600518.SH,2018-10-31,614.2719,614.2719,12.8047,1.9407
600518.SH,2018-09-30,1088.2809,1088.2809,23.8974,3.5836
600518.SH,2018-08-31,1036.0554,1036.0554,22.7506,3.4117
600518.SH,2018-07-31,1061.9195,1061.9195,23.8299,3.2847
600518.SH,2018-06-30,1138.0196,1138.0196,25.5376,3.3972
600518.SH,2018-05-31,1331.1103,1331.1103,29.8706,4.3595
600518.SH,2018-04-30,1118.7097,1118.7097,25.1043,3.6639
600518.SH,2018-03-31,1117.7148,1117.7148,28.662,3.566
600518.SH,2018-02-28,1049.0701,1049.0701,26.9017,3.347
600518.SH,2018-01-31,1036.137,1036.137,26.5701,3.3057
600518.SH,2017-12-31,1112.2431,1112.2431,28.5217,3.5485
600518.SH,2017-11-30,1050.6884,1050.6884,26.9432,3.7411
600518.SH,2017-10-31,1056.6244,1056.6244,27.0954,3.7622
600518.SH,2017-09-30,993.3061,993.3061,26.6594,3.6732
600518.SH,2017-08-31,1028.9227,1028.9227,27.6153,3.8049
600518.SH,2017-07-31,1025.9546,1025.9546,30.0063,3.5222
600518.SH,2017-06-30,1075.4221,1075.4221,31.4531,3.692
600518.SH,2017-05-31,1054.7481,1054.7481,30.8485,3.8809
600518.SH,2017-04-30,961.2456,961.2456,28.1138,3.5368
600518.SH,2017-03-31,933.0464,933.0464,28.789,3.6538
600518.SH,2017-02-28,871.2061,871.2061,26.8809,3.4117
600518.SH,2017-01-31,889.5108,889.5108,27.4457,3.4833
600518.SH,2016-12-31,883.0794,883.0794,27.2473,3.4582
600518.SH,2016-11-30,854.8803,854.8803,26.3772,3.3477
600518.SH,2016-10-31,840.0386,840.0386,25.9193,3.2896
600518.SH,2016-09-30,802.4397,802.4397,25.9701,3.2491
600518.SH,2016-08-31,808.3763,808.3763,26.1622,3.2732
600518.SH,2016-07-31,823.218,823.218,28.1183,2.9475
600518.SH,2016-06-30,751.4833,751.4833,25.6681,2.6907
600518.SH,2016-05-31,660.3593,660.3593,22.5556,3.4693
600518.SH,2016-04-30,654.617,654.617,22.3595,3.2939
600518.SH,2016-03-31,685.5592,685.5592,23.6793,4.5313
600518.SH,2016-02-29,573.8645,573.8645,19.8214,3.793
600518.SH,2016-01-31,574.744,574.744,19.8518,3.7988
600535.SH,2020-12-31,223.7233,223.7233,23.0808,1.9116
600535.SH,2020-11-30,251.2539,251.2539,25.9211,2.1469
600535.SH,2020-10-31,264.7166,264.7166,27.31,2.2619
600535.SH,2020-09-30,255.3381,255.3381,32.3669,2.2414
600535.SH,2020-08-31,272.885,272.885,34.5911,2.3954
600535.SH,2020-07-31,262.2963,262.2963,30.9274,2.3997
600535.SH,2020-06-30,245.3545,245.3545,28.9298,2.2447
600535.SH,2020-05-31,223.2695,223.2695,26.3258,1.9537
600535.SH,2020-04-30,211.9245,211.9245,24.9881,1.8544
600535.SH,2020-03-31,209.0505,209.0505,15.9801,1.8799
600535.SH,2020-02-29,231.1354,231.1354,17.6683,2.0785
600535.SH,2020-01-31,236.8835,236.8835,18.1077,2.1301
600535.SH,2019-12-31,233.2531,233.2531,17.8302,2.0975
600535.SH,2019-11-30,230.8329,230.8329,17.6452,2.0757
600535.SH,2019-10-31,221.3031,221.3031,16.9167,1.99
600535.SH,2019-09-30,235.6734,235.6734,15.5184,2.1467
600535.SH,2019-08-31,257.1533,257.1533,16.9328,2.3424
600535.SH,2019-07-31,245.3545,245.3545,15.1281,2.3252
600535.SH,2019-06-30,250.3463,250.3463,15.4359,2.3725
600535.SH,2019-05-31,277.7255,277.7255,17.1241,2.5238
600535.SH,2019-04-30,331.5764,331.5764,20.4444,3.0131
600535.SH,2019-03-31,340.6524,340.6524,21.1977,3.2822
600535.SH,2019-02-28,314.0295,314.0295,19.5411,3.0257
600535.SH,2019-01-31,272.885,272.885,16.9808,2.6293
600535.SH,2018-12-31,290.4319,290.4319,18.0727,2.7984
600535.SH,2018-11-30,318.5675,318.5675,19.8234,3.0694
600535.SH,2018-10-31,304.4997,304.4997,18.9481,2.9339
600535.SH,2018-09-30,346.098,346.098,22.3966,3.7746
600535.SH,2018-08-31,334.2992,334.2992,21.6331,3.6459
600535.SH,2018-07-31,375.8976,375.8976,26.2882,4.3736
600535.SH,2018-06-30,390.5704,390.5704,27.3144,4.5443
600535.SH,2018-05-31,456.1769,456.1769,31.9026,5.0536
600535.SH,2018-04-30,481.1359,481.1359,33.6481,5.33
600535.SH,2018-03-31,491.8326,491.8326,35.7296,5.6829
600535.SH,2018-02-28,388.1069,370.9971,29.5846,4.5653
600535.SH,2018-01-31,387.1345,370.0675,29.5105,4.5538
600535.SH,2017-12-31,384.4333,367.4854,29.3046,4.5221
600535.SH,2017-11-30,396.5346,379.0533,30.2271,4.6644
600535.SH,2017-10-31,411.3372,393.2032,31.3554,4.8385
600535.SH,2017-09-30,379.7873,363.0442,30.4349,4.678
600535.SH,2017-08-31,410.0406,391.9638,32.8593,5.0507
600535.SH,2017-07-31,405.8267,387.9357,33.3319,5.2862
600535.SH,2017-06-30,448.8297,429.0428,36.8639,5.8464
600535.SH,2017-05-31,429.8133,410.8648,35.302,5.1897
