code,date,mcap,circ_mcap,pe,pb
000039.SZ,2020-12-31,426.0214,229.9873,33.6081,1.5342
000039.SZ,2020-11-30,443.5956,225.9982,33.0252,1.5076
000039.SZ,2020-10-31,369.839,181.8112,26.5681,1.2128
000039.SZ,2020-09-30,289.0496,137.4707,47.2885,0.9358
000039.SZ,2020-08-31,277.8023,133.6779,46.2329,0.9149
000039.SZ,2020-07-31,264.7189,127.2687,60.4083,0.873
000039.SZ,2020-06-30,228.883,110.2815,52.3684,0.7568
000039.SZ,2020-05-31,220.6041,107.2309,50.9197,0.7268
000039.SZ,2020-04-30,243.4274,113.3322,53.817,0.7681
000039.SZ,2020-03-31,253.9344,117.6031,17.9277,0.7842
000039.SZ,2020-02-29,254.4453,122.0206,16.8781,0.8137
000039.SZ,2020-01-31,265.179,139.729,19.3385,0.9654
000039.SZ,2019-12-31,283.8637,149.6335,20.7036,1.0335
000039.SZ,2019-11-30,271.8901,146.7537,20.3219,1.0145
000039.SZ,2019-10-31,275.862,147.6671,20.4484,1.0209
000039.SZ,2019-09-30,281.6003,154.9744,11.7847,1.0764
000039.SZ,2019-08-31,285.0047,151.1265,11.4953,1.05
000039.SZ,2019-07-31,292.454,157.5186,11.1021,0.9912
000039.SZ,2019-06-30,305.0414,162.5201,11.4561,1.0228
000039.SZ,2019-05-31,287.9548,157.6252,11.1098,1.0603
000039.SZ,2019-04-30,325.0058,179.263,12.6382,1.2062
000039.SZ,2019-03-31,337.0929,189.1439,13.175,1.3367
000039.SZ,2019-02-28,297.7397,167.7195,11.229,1.1853
000039.SZ,2019-01-31,264.2308,141.2167,9.455,1.0287
000039.SZ,2018-12-31,247.3008,134.102,8.9797,0.977
000039.SZ,2018-11-30,267.7756,139.8057,9.3617,1.0185
000039.SZ,2018-10-31,241.9267,136.3835,9.1325,0.9936
000039.SZ,2018-09-30,275.5481,150.0723,13.1984,1.1526
000039.SZ,2018-08-31,266.5596,141.8335,12.4738,1.0893
000039.SZ,2018-07-31,292.1597,157.4238,15.1576,1.2091
000039.SZ,2018-06-30,317.1964,168.3531,16.2063,1.203
000039.SZ,2018-05-31,374.2074,202.0745,19.4519,1.444
000039.SZ,2018-04-30,367.2851,193.3121,18.6098,1.4735
000039.SZ,2018-03-31,380.9769,212.0728,19.9,1.6411
000039.SZ,2018-02-28,433.7497,236.2844,27.288,1.8172
000039.SZ,2018-01-31,495.8362,271.6116,31.3554,2.088
000039.SZ,2017-12-31,505.8172,288.9804,33.423,2.2257
000039.SZ,2017-11-30,450.4657,246.487,28.5026,1.8985
000039.SZ,2017-10-31,470.4352,243.2111,28.137,1.8741
000039.SZ,2017-09-30,444.6942,229.2865,31.5514,1.8138
000039.SZ,2017-08-31,470.1003,239.1401,32.9073,1.8918
000039.SZ,2017-07-31,484.8598,243.0563,89.7521,1.9228
000039.SZ,2017-06-30,435.8421,227.7276,84.0792,1.797
000039.SZ,2017-05-31,393.1205,201.2725,74.3771,1.7072
000039.SZ,2017-04-30,407.9393,204.0331,75.403,1.7307
000039.SZ,2017-03-31,405.6752,203.1498,88.8823,1.7611
000039.SZ,2017-02-28,419.0755,212.7395,840.125,1.8012
000039.SZ,2017-01-31,376.0065,199.5378,788.2783,1.6901
000039.SZ,2016-12-31,356.471,184.3652,728.4847,1.5619
000039.SZ,2016-11-30,371.4626,192.6881,761.3323,1.6325
000039.SZ,2016-10-31,314.2422,175.7689,694.5663,1.4893
000039.SZ,2016-09-30,312.3199,177.408,538.7983,1.5538
000039.SZ,2016-08-31,317.78,178.0391,540.7131,1.481
000039.SZ,2016-07-31,305.2165,173.4993,21.7179,1.4433
000039.SZ,2016-06-30,318.7566,178.6689,22.3647,1.4528
000039.SZ,2016-05-31,323.577,180.553,22.6012,1.5801
000039.SZ,2016-04-30,357.5836,183.9597,23.0273,1.6099
000039.SZ,2016-03-31,367.9788,193.9205,23.2046,1.6046
000039.SZ,2016-02-29,330.1803,169.0815,15.4757,1.3862
000039.SZ,2016-01-31,341.4346,166.3698,15.2311,1.5257
000027.SZ,2020-12-31,289.725,289.725,7.4601,1.0601
000027.SZ,2020-11-30,269.744,269.744,6.9456,0.987
000027.SZ,2020-10-31,257.8505,257.8505,6.6393,0.9435
000027.SZ,2020-09-30,254.9961,254.9961,7.2648,0.9721
000027.SZ,2020-08-31,272.5984,272.5984,7.7663,1.0392
000027.SZ,2020-07-31,269.744,269.744,17.4816,0.9104
000027.SZ,2020-06-30,220.7429,220.7429,14.306,0.745
000027.SZ,2020-05-31,218.047,218.047,14.1313,0.9151
000027.SZ,2020-04-30,217.6506,217.6506,14.1056,0.9134
000027.SZ,2020-03-31,213.2896,213.2896,11.8518,0.8902
000027.SZ,2020-02-29,215.2719,215.2719,11.962,0.8984
000027.SZ,2020-01-31,234.3015,234.3015,13.0194,0.9779
000027.SZ,2019-12-31,246.1949,246.1949,13.6802,1.0275
000027.SZ,2019-11-30,238.6624,238.6624,13.2617,0.9961
000027.SZ,2019-10-31,242.2304,242.2304,13.4599,1.0109
000027.SZ,2019-09-30,229.1476,229.1476,19.323,0.9757
000027.SZ,2019-08-31,233.905,233.905,19.7241,0.996
000027.SZ,2019-07-31,234.3015,234.3015,23.4796,0.8885
000027.SZ,2019-06-30,245.7985,245.7985,24.6317,0.9321
000027.SZ,2019-05-31,235.8873,235.8873,23.6385,1.0008
000027.SZ,2019-04-30,239.0588,239.0588,23.9563,1.0143
000027.SZ,2019-03-31,257.2955,257.2955,35.2132,1.0645
000027.SZ,2019-02-28,242.2304,242.2304,33.1514,1.0022
000027.SZ,2019-01-31,200.9997,200.9997,27.5086,0.8316
000027.SZ,2018-12-31,208.1358,208.1358,37.8768,0.987
000027.SZ,2018-11-30,210.1181,210.1181,38.2375,0.9964
000027.SZ,2018-10-31,206.1536,206.1536,37.5161,0.9776
000027.SZ,2018-09-30,215.2719,215.2719,24.3778,1.0262
000027.SZ,2018-08-31,206.55,206.55,23.3902,0.9847
000027.SZ,2018-07-31,202.1891,202.1891,22.7881,0.9611
000027.SZ,2018-06-30,195.8459,195.8459,28.0643,0.9429
000027.SZ,2018-05-31,228.3547,228.3547,32.7228,1.0829
000027.SZ,2018-04-30,224.3902,224.3902,32.1547,1.0641
000027.SZ,2018-03-31,231.5263,231.5263,29.6692,1.0598
000027.SZ,2018-02-28,223.9938,223.9938,28.7039,1.0253
000027.SZ,2018-01-31,240.6446,240.6446,29.6058,1.0825
000027.SZ,2017-12-31,240.2482,240.2482,29.557,1.0807
000027.SZ,2017-11-30,242.6269,242.6269,29.8497,1.0914
000027.SZ,2017-10-31,253.331,253.331,31.1666,1.1396
000027.SZ,2017-09-30,255.7097,255.7097,28.4688,1.1836
000027.SZ,2017-08-31,261.26,261.26,29.0867,1.2092
000027.SZ,2017-07-31,263.2422,263.2422,20.9719,1.247
000027.SZ,2017-06-30,266.8103,266.8103,21.2561,1.2639
000027.SZ,2017-05-31,264.0351,264.0351,21.035,1.2165
000027.SZ,2017-04-30,277.118,277.118,22.0773,1.2768
000027.SZ,2017-03-31,282.2718,282.2718,20.0555,1.3084
000027.SZ,2017-02-28,279.4967,279.4967,19.8584,1.2955
000027.SZ,2017-01-31,277.118,277.118,19.6894,1.2845
000027.SZ,2016-12-31,272.3606,272.3606,17.6905,1.2719
000027.SZ,2016-11-30,284.6505,284.6505,18.4888,1.3293
000027.SZ,2016-10-31,267.9996,267.9996,17.4072,1.2515
000027.SZ,2016-09-30,264.0351,264.0351,16.3361,1.2612
000027.SZ,2016-08-31,274.7393,274.7393,16.9984,1.3123
000027.SZ,2016-07-31,260.4671,260.4671,15.8436,1.2365
000027.SZ,2016-06-30,252.9346,252.9346,15.5141,1.2278
000027.SZ,2016-05-31,258.0884,258.0884,15.8302,1.2064
000027.SZ,2016-04-30,269.189,269.189,16.5111,1.2582
000027.SZ,2016-03-31,289.0114,289.0114,16.2251,1.33
000027.SZ,2016-02-29,255.3133,255.3133,14.3333,1.175
000027.SZ,2016-01-31,256.5026,93.0079,14.4001,1.1804
000002.SZ,2020-12-31,3217.1526,2788.9378,8.234,1.6451
000002.SZ,2020-11-30,3458.586,2982.2947,8.8078,1.7598
000002.SZ,2020-10-31,3073.123,2676.2938,7.9041,1.5792
000002.SZ,2020-09-30,3118.2293,2721.951,8.2333,1.771
000002.SZ,2020-08-31,3055.7424,2649.0937,8.013,1.7236
000002.SZ,2020-07-31,3026.3723,2607.3221,7.9952,1.5923
000002.SZ,2020-06-30,2965.6646,2539.3219,7.7867,1.5508
000002.SZ,2020-05-31,2864.1801,2496.7987,7.4477,1.5396
000002.SZ,2020-04-30,2977.4587,2603.6656,7.7664,1.6055
000002.SZ,2020-03-31,2862.6286,2491.9411,7.4578,1.5415
000002.SZ,2020-02-29,3302.801,2874.7188,8.7941,1.9993
000002.SZ,2020-01-31,3203.9064,2815.4563,8.6128,1.9581
000002.SZ,2019-12-31,3599.2328,3126.3417,9.5639,2.1743
000002.SZ,2019-11-30,3108.7915,2691.1021,8.2324,1.8716
000002.SZ,2019-10-31,2986.7074,2577.4346,7.8847,1.7925
000002.SZ,2019-09-30,2907.1342,2516.229,8.0219,1.9619
000002.SZ,2019-08-31,2895.1236,2506.5139,7.991,1.9543
000002.SZ,2019-07-31,3208.3219,2794.0829,9.5607,1.9796
000002.SZ,2019-06-30,3110.9996,2701.7888,9.2449,1.9142
000002.SZ,2019-05-31,2981.314,2593.9504,8.8759,1.8378
000002.SZ,2019-04-30,3219.1733,2805.7411,9.6006,1.9878
000002.SZ,2019-03-31,3359.4985,2984.5002,10.0413,2.1772
000002.SZ,2019-02-28,3055.786,2719.2761,9.9849,2.207
000002.SZ,2019-01-31,3053.5605,2695.9597,9.8993,2.1881
000002.SZ,2018-12-31,2622.7792,2314.1535,8.4973,1.8782
000002.SZ,2018-11-30,2787.5242,2471.5393,9.0752,2.006
000002.SZ,2018-10-31,2638.0756,2353.9857,8.6436,1.9105
000002.SZ,2018-09-30,2662.6674,2360.7863,8.9798,1.9886
000002.SZ,2018-08-31,2649.6579,2336.4984,8.8874,1.9682
000002.SZ,2018-07-31,2553.7699,2265.5777,9.1123,1.8903
000002.SZ,2018-06-30,2696.4737,2389.9318,9.6124,1.9941
000002.SZ,2018-05-31,2789.9674,2486.112,9.9993,2.0743
000002.SZ,2018-04-30,3109.0396,2759.1083,11.0973,2.3021
000002.SZ,2018-03-31,3615.4312,3234.1801,13.1005,2.7699
000002.SZ,2018-02-28,3553.5435,3176.8606,15.1347,3.1019
000002.SZ,2018-01-31,4060.3116,3649.0179,17.384,3.5629
000002.SZ,2017-12-31,3363.281,3015.6667,14.3756,2.9463
000002.SZ,2017-11-30,3352.3008,3031.2013,14.4497,2.9615
000002.SZ,2017-10-31,3126.7595,2811.7742,13.4037,2.7471
000002.SZ,2017-09-30,2839.7387,2548.6558,12.6133,2.5726
000002.SZ,2017-08-31,2519.0547,2255.4391,11.1622,2.2766
000002.SZ,2017-07-31,2533.6872,2269.0319,12.3528,2.2636
000002.SZ,2017-06-30,2680.3539,2424.3785,13.1985,2.4186
000002.SZ,2017-05-31,2307.1006,2064.1478,11.2375,2.0592
000002.SZ,2017-04-30,2126.1578,1893.2682,10.3072,1.8888
000002.SZ,2017-03-31,2246.3946,1998.1261,10.8067,2.0026
000002.SZ,2017-02-28,2223.5111,1993.2716,11.606,2.2572
000002.SZ,2017-01-31,2241.1622,2007.8352,11.6908,2.2737
000002.SZ,2016-12-31,2206.517,1995.0161,11.6173,2.2594
000002.SZ,2016-11-30,2901.4774,2619.2475,15.2523,2.9664
000002.SZ,2016-10-31,2656.1047,2419.2605,14.0877,2.7399
000002.SZ,2016-09-30,2772.3818,2540.6118,15.5116,2.9642
000002.SZ,2016-08-31,2649.9379,2420.2313,14.7766,2.8238
000002.SZ,2016-07-31,1864.5061,1663.9697,10.338,2.0414
000002.SZ,2016-06-30,2546.4469,2371.6907,14.735,2.6798
000002.SZ,2016-05-31,2581.8544,2370.8021,14.735,2.6798
000002.SZ,2016-04-30,2588.4489,2370.8021,14.735,2.6798
000002.SZ,2016-03-31,2584.0208,2370.8021,14.8838,2.6962
000002.SZ,2016-02-29,2569.5642,2371.6895,16.7073,3.0377
000002.SZ,2016-01-31,2570.2299,2371.6895,16.7073,3.0377
000009.SZ,2020-12-31,194.2148,192.1227,31.223,2.8707
000009.SZ,2020-11-30,191.8935,189.8612,30.8498,2.8364
000009.SZ,2020-10-31,194.9886,192.9235,31.3474,2.8822
000009.SZ,2020-09-30,180.545,178.6329,60.5148,3.2093
000009.SZ,2020-08-31,197.3099,195.2202,66.1341,3.5073
000009.SZ,2020-07-31,215.8802,212.9191,78.4341,3.8821
000009.SZ,2020-06-30,219.4911,216.4805,79.746,3.947
000009.SZ,2020-05-31,177.9658,175.5247,64.6589,3.2003
000009.SZ,2020-04-30,169.1964,166.8757,61.4728,3.0426
000009.SZ,2020-03-31,151.6578,149.5776,48.0143,2.8142
000009.SZ,2020-02-29,191.1198,188.4983,60.5078,3.5465
000009.SZ,2020-01-31,167.1331,164.8406,52.9137,3.1014
000009.SZ,2019-12-31,159.6533,157.4635,50.5457,2.9626
000009.SZ,2019-11-30,115.2909,113.7095,36.5007,2.1394
000009.SZ,2019-10-31,117.6122,115.999,37.2356,2.1825
000009.SZ,2019-09-30,113.7433,112.1832,48.0038,2.1289
000009.SZ,2019-08-31,118.6438,117.0165,50.072,2.2206
000009.SZ,2019-07-31,120.7072,119.0516,49.3418,2.2821
000009.SZ,2019-06-30,122.7276,121.04,50.1676,2.3202
000009.SZ,2019-05-31,124.4471,122.7358,50.8705,2.3528
000009.SZ,2019-04-30,132.8295,131.003,54.297,2.5112
000009.SZ,2019-03-31,144.221,142.2378,280.9469,2.8343
000009.SZ,2019-02-28,110.9062,109.3811,216.0486,2.1796
000009.SZ,2019-01-31,87.4783,86.2754,170.4104,1.7192
000009.SZ,2018-12-31,92.6368,91.3629,180.4592,1.8205
000009.SZ,2018-11-30,102.5238,101.1139,199.7193,2.0148
000009.SZ,2018-10-31,86.4037,85.2155,168.3169,1.698
000009.SZ,2018-09-30,99.7296,98.3582,59.3517,1.9627
000009.SZ,2018-08-31,99.2997,97.9343,59.0959,1.9543
000009.SZ,2018-07-31,107.8971,106.4134,79.9443,2.1714
000009.SZ,2018-06-30,105.3179,103.8733,78.0332,2.1014
000009.SZ,2018-05-31,123.1575,121.4682,91.2511,2.4573
000009.SZ,2018-04-30,125.0919,123.3761,92.6844,2.4959
000009.SZ,2018-03-31,130.4652,128.6757,64.1115,2.8056
000009.SZ,2018-02-28,129.8204,128.0398,63.7946,2.7917
000009.SZ,2018-01-31,136.2685,134.3994,66.9632,2.9304
000009.SZ,2017-12-31,155.3976,153.2824,76.3634,3.3417
000009.SZ,2017-11-30,163.3502,161.1268,80.2714,3.5127
000009.SZ,2017-10-31,175.1716,172.7873,86.0805,3.767
000009.SZ,2017-09-30,193.2261,190.596,80.1936,4.2603
000009.SZ,2017-08-31,184.4138,181.9036,76.5363,4.066
000009.SZ,2017-07-31,205.2624,202.4685,86.7123,4.5322
000009.SZ,2017-06-30,173.882,171.5152,73.4557,3.8394
000009.SZ,2017-05-31,157.9769,155.8248,66.7367,3.4882
000009.SZ,2017-04-30,180.33,177.8735,76.1797,3.9817
000009.SZ,2017-03-31,197.0949,194.41,70.1348,4.3435
000009.SZ,2017-02-28,209.7761,206.9184,74.6473,4.623
000009.SZ,2017-01-31,204.4027,201.6182,72.7353,4.5045
000009.SZ,2016-12-31,222.6721,219.6388,79.2363,4.9072
000009.SZ,2016-11-30,220.0929,217.0947,78.3185,4.8503
000009.SZ,2016-10-31,223.102,220.0628,79.3893,4.9166
000009.SZ,2016-09-30,223.102,220.0628,31.6648,4.9108
000009.SZ,2016-08-31,243.3059,239.9914,34.5323,5.3555
000009.SZ,2016-07-31,217.9436,214.9746,30.0589,4.8787
000009.SZ,2016-06-30,218.1187,213.0569,30.0831,4.8826
000009.SZ,2016-05-31,204.1082,199.3715,28.1508,4.569
000009.SZ,2016-04-30,217.8003,212.7459,30.0392,4.8755
000009.SZ,2016-03-31,218.5963,213.5234,30.2518,4.8911
000009.SZ,2016-02-29,174.8134,163.5657,24.1926,3.9115
000009.SZ,2016-01-31,188.6647,176.5258,26.1095,4.2214
000001.SZ,2020-12-31,3753.1046,3753.0729,13.9148,1.2994
000001.SZ,2020-11-30,3830.7283,3830.6956,14.2026,1.3263
000001.SZ,2020-10-31,3444.5505,3444.5211,12.7708,1.1926
000001.SZ,2020-09-30,2943.8778,2943.8527,11.1216,1.046
000001.SZ,2020-08-31,2926.4125,2926.3875,11.0556,1.0398
000001.SZ,2020-07-31,2588.7495,2588.7274,8.8362,0.9306
000001.SZ,2020-06-30,2483.9575,2483.9363,8.4785,0.8929
000001.SZ,2020-05-31,2522.7694,2522.7478,8.611,0.9069
000001.SZ,2020-04-30,2703.2444,2703.2213,9.227,0.9572
000001.SZ,2020-03-31,2483.9575,2483.9363,8.8099,0.9098
000001.SZ,2020-02-29,2813.8581,2813.8341,9.98,1.0306
000001.SZ,2020-01-31,3015.6797,3015.654,10.6958,1.1045
000001.SZ,2019-12-31,3192.2735,3192.2463,11.4079,1.1906
000001.SZ,2019-11-30,2967.1649,2967.1396,10.6035,1.1067
000001.SZ,2019-10-31,3155.4023,3155.3754,11.2761,1.1769
000001.SZ,2019-09-30,3025.3826,3025.3568,11.2681,1.1684
000001.SZ,2019-08-31,2431.3302,2431.3068,9.0556,1.0438
000001.SZ,2019-07-31,2426.1791,2426.1557,9.4518,1.0794
000001.SZ,2019-06-30,2366.0827,2366.06,9.2177,1.0527
000001.SZ,2019-05-31,2091.3561,2091.3361,8.1474,0.9202
000001.SZ,2019-04-30,2378.102,2378.0792,9.2645,1.0464
000001.SZ,2019-03-31,2201.2467,2201.2256,8.8696,1.0002
000001.SZ,2019-02-28,2122.2628,2122.2425,8.5513,1.0604
000001.SZ,2019-01-31,1905.9157,1905.8974,7.6796,0.9523
000001.SZ,2018-12-31,1610.5846,1610.5691,6.576,0.7481
000001.SZ,2018-11-30,1778.8546,1778.8376,7.263,0.8263
000001.SZ,2018-10-31,1873.2919,1873.2739,7.6486,0.8702
000001.SZ,2018-09-30,1897.3305,1897.3123,7.9032,0.9114
000001.SZ,2018-08-31,1739.3627,1739.346,7.2452,0.8355
000001.SZ,2018-07-31,1617.4528,1617.4372,6.8623,0.7951
000001.SZ,2018-06-30,1560.7904,1560.7754,6.6219,0.7672
000001.SZ,2018-05-31,1747.9479,1747.9311,7.416,0.8592
000001.SZ,2018-04-30,1862.9896,1835.6012,7.9041,0.9158
000001.SZ,2018-03-31,1871.5748,1844.0602,8.071,0.9261
000001.SZ,2018-02-28,2069.0346,2038.617,8.9829,1.0441
000001.SZ,2018-01-31,2412.4428,2376.9767,10.4739,1.2174
000001.SZ,2017-12-31,2283.6647,2250.0926,9.9148,1.1524
000001.SZ,2017-11-30,2297.401,2263.627,9.9744,1.1594
000001.SZ,2017-10-31,1981.4655,1952.336,8.6027,0.9999
000001.SZ,2017-09-30,1907.6327,1879.5887,8.3445,0.9961
000001.SZ,2017-08-31,1936.8224,1908.3492,8.4722,1.0114
000001.SZ,2017-07-31,1832.0829,1805.1495,8.0613,0.9756
000001.SZ,2017-06-30,1612.3016,1588.5992,7.0942,0.8586
000001.SZ,2017-05-31,1579.6778,1556.455,6.9507,0.8412
000001.SZ,2017-04-30,1543.62,1520.9273,6.792,0.822
000001.SZ,2017-03-31,1574.5267,1551.3797,6.9672,0.8641
000001.SZ,2017-02-28,1627.755,1603.8254,7.1255,0.9131
000001.SZ,2017-01-31,1601.9994,1578.4484,7.0128,0.8986
000001.SZ,2016-12-31,1562.5074,1331.4374,6.8399,0.8765
000001.SZ,2016-11-30,1639.7743,1397.2777,7.1781,0.9198
000001.SZ,2016-10-31,1571.0926,1338.753,6.8775,0.8813
000001.SZ,2016-09-30,1557.3563,1327.0481,6.8995,0.9068
000001.SZ,2016-08-31,1629.472,1388.499,7.219,0.9488
000001.SZ,2016-07-31,1579.6778,1346.0686,7.0768,0.9549
000001.SZ,2016-06-30,1493.8258,1272.9127,6.6922,0.903
000001.SZ,2016-05-31,1509.5653,1286.3246,6.7627,0.9006
000001.SZ,2016-04-30,1512.4271,1247.6886,6.7755,0.9023
000001.SZ,2016-03-31,1522.4431,1255.9514,6.9629,0.9427
000001.SZ,2016-02-29,1367.9094,1128.4676,6.261,0.8705
000001.SZ,2016-01-31,1430.8676,1180.4055,6.5492,0.9106
000046.SZ,2020-12-31,170.4354,170.4354,-8.4755,0.8333
000046.SZ,2020-11-30,205.2499,205.2499,-10.2068,1.0035
000046.SZ,2020-10-31,213.5638,213.5638,-10.6202,1.0442
000046.SZ,2020-09-30,219.2797,219.2797,-20.8669,1.0432
000046.SZ,2020-08-31,214.0835,214.0835,-20.3724,1.0184
000046.SZ,2020-07-31,218.76,218.76,-19.7021,1.0449
000046.SZ,2020-06-30,195.8968,195.8968,-17.643,0.913
000046.SZ,2020-05-31,176.1512,176.1512,-15.8647,0.821
000046.SZ,2020-04-30,181.867,181.867,-16.3794,0.8476
000046.SZ,2020-03-31,205.2499,205.2499,12.769,0.8964
000046.SZ,2020-02-29,219.2797,219.2797,13.6418,0.9577
000046.SZ,2020-01-31,237.4664,237.4664,14.7733,1.0371
000046.SZ,2019-12-31,236.4271,236.4271,14.7086,1.0326
000046.SZ,2019-11-30,219.7993,219.7993,13.6742,0.96
000046.SZ,2019-10-31,227.5936,227.5936,14.1591,0.994
000046.SZ,2019-09-30,224.4759,224.4759,16.8187,1.0708
000046.SZ,2019-08-31,226.5543,226.5543,16.9745,1.0807
000046.SZ,2019-07-31,263.4474,263.4474,17.5981,1.2567
000046.SZ,2019-06-30,289.948,289.948,19.3684,1.2799
000046.SZ,2019-05-31,334.1157,334.1157,22.3188,1.4749
000046.SZ,2019-04-30,368.9302,368.9302,24.6443,1.6286
000046.SZ,2019-03-31,380.8815,380.8815,10.9246,1.7993
000046.SZ,2019-02-28,321.1252,321.1252,9.2107,1.517
000046.SZ,2019-01-31,238.5056,238.5056,6.8409,1.1267
000046.SZ,2018-12-31,242.6626,242.6626,6.9602,1.1464
000046.SZ,2018-11-30,259.2904,259.2904,7.4371,1.2249
000046.SZ,2018-10-31,265.5259,265.5259,7.6159,1.2544
000046.SZ,2018-09-30,275.3986,275.3986,8.2922,1.3245
000046.SZ,2018-08-31,293.0657,293.0657,8.8242,1.4095
000046.SZ,2018-07-31,336.7138,336.7138,8.4701,1.6194
000046.SZ,2018-06-30,295.6638,295.6638,7.4375,1.3912
000046.SZ,2018-05-31,365.8125,365.8125,9.2021,1.7212
000046.SZ,2018-04-30,364.2537,364.2537,9.1629,1.7139
000046.SZ,2018-03-31,411.5391,411.5391,16.5283,2.2633
000046.SZ,2018-02-28,411.5391,411.5391,16.5283,2.2633
000046.SZ,2018-01-31,411.5391,411.5391,16.5283,2.2633
000046.SZ,2017-12-31,387.6366,387.6366,15.5683,2.1318
000046.SZ,2017-11-30,397.5094,397.5094,15.9648,2.1861
000046.SZ,2017-10-31,403.7448,403.7448,16.2152,2.2204
000046.SZ,2017-09-30,421.9315,421.9315,13.6004,2.332
000046.SZ,2017-08-31,427.6473,427.6473,13.7846,2.3636
000046.SZ,2017-07-31,441.6771,441.6771,13.1438,2.4603
000046.SZ,2017-06-30,453.6283,453.6283,13.4995,2.4217
000046.SZ,2017-05-31,441.6771,441.6771,13.1438,2.3579
000046.SZ,2017-04-30,447.9125,447.9125,13.3294,2.3912
000046.SZ,2017-03-31,471.2954,471.2954,17.5909,2.8202
000046.SZ,2017-02-28,493.6391,493.6391,18.4248,2.9539
000046.SZ,2017-01-31,480.1289,480.1289,17.9206,2.8731
000046.SZ,2016-12-31,482.727,482.727,18.0175,2.8886
000046.SZ,2016-11-30,541.9637,541.9637,20.2285,3.2431
000046.SZ,2016-10-31,533.1302,533.1302,19.8988,3.1902
000046.SZ,2016-09-30,548.1992,548.1992,24.1529,3.4837
000046.SZ,2016-08-31,559.1112,559.1112,24.6337,3.553
000046.SZ,2016-07-31,515.9827,515.9827,26.5211,3.3187
000046.SZ,2016-06-30,525.3359,525.3359,27.0019,3.3788
000046.SZ,2016-05-31,521.1789,521.1789,26.7882,3.1921
000046.SZ,2016-04-30,514.4239,514.4239,26.441,3.1507
000046.SZ,2016-03-31,561.7093,561.7093,27.805,3.514
000046.SZ,2016-02-29,503.5118,503.5118,21.1366,3.1499
000046.SZ,2016-01-31,519.1004,519.1004,19.1117,4.4906
000061.SZ,2020-12-31,119.636,119.6103,28.4419,2.2307
000061.SZ,2020-11-30,115.3936,115.2886,27.4333,2.1516
000061.SZ,2020-10-31,119.636,119.5272,28.4419,2.2307
000061.SZ,2020-09-30,122.6905,122.579,30.007,2.3241
000061.SZ,2020-08-31,137.7935,137.6682,33.7009,2.6102
000061.SZ,2020-07-31,142.8844,142.7545,46.503,2.7791
000061.SZ,2020-06-30,125.745,125.6307,40.9249,2.4458
000061.SZ,2020-05-31,127.7814,127.6652,41.5876,2.4371
000061.SZ,2020-04-30,131.0056,130.8865,42.637,2.4986
000061.SZ,2020-03-31,122.8602,122.7484,76.9318,2.4337
000061.SZ,2020-02-29,109.6239,109.5242,68.6436,2.1715
000061.SZ,2020-01-31,88.4118,88.3314,55.3612,1.7513
000061.SZ,2019-12-31,94.8603,94.774,59.399,1.8791
000061.SZ,2019-11-30,90.7876,90.7048,56.8488,1.7984
000061.SZ,2019-10-31,91.127,91.0439,57.0613,1.8051
000061.SZ,2019-09-30,88.4118,88.3312,58.1365,1.7773
000061.SZ,2019-08-31,91.6361,91.5525,60.2566,1.8421
000061.SZ,2019-07-31,91.6361,91.5525,101.1243,1.8465
000061.SZ,2019-06-30,91.9755,91.8918,101.4988,1.8534
000061.SZ,2019-05-31,94.6906,94.6045,104.4951,1.9016
000061.SZ,2019-04-30,96.8967,96.8086,106.9295,1.9459
000061.SZ,2019-03-31,101.6482,101.5557,173.9505,2.1284
000061.SZ,2019-02-28,99.1027,99.0126,169.5944,2.0751
000061.SZ,2019-01-31,80.2664,80.1934,137.3599,1.6807
000061.SZ,2018-12-31,82.3028,82.2077,140.8447,1.7234
000061.SZ,2018-11-30,83.1512,83.0552,142.2967,1.7411
000061.SZ,2018-10-31,69.5755,69.4952,119.0646,1.4569
000061.SZ,2018-09-30,86.3755,86.2758,-622.6911,1.834
000061.SZ,2018-08-31,87.3937,87.2928,-630.0312,1.8556
000061.SZ,2018-07-31,91.6361,91.5303,765.0317,1.9377
000061.SZ,2018-06-30,91.6361,91.5482,765.0317,1.9377
000061.SZ,2018-05-31,109.7936,109.6883,916.6214,2.2807
000061.SZ,2018-04-30,110.4724,110.3665,922.2883,2.2948
000061.SZ,2018-03-31,123.0299,122.9119,-100.1676,2.5639
000061.SZ,2018-02-28,111.3208,111.2141,-90.6345,2.3199
000061.SZ,2018-01-31,128.2905,128.1675,-104.4507,2.6735
000061.SZ,2017-12-31,129.9875,129.4848,-105.8323,2.7089
000061.SZ,2017-11-30,130.4965,129.9919,-106.2468,2.7195
000061.SZ,2017-10-31,140.1692,139.6272,-114.122,2.9211
000061.SZ,2017-09-30,149.6722,149.0935,226.2155,3.1142
000061.SZ,2017-08-31,153.745,153.1504,232.371,3.199
000061.SZ,2017-07-31,153.745,153.1504,172.0981,3.1696
000061.SZ,2017-06-30,153.745,153.1504,172.0981,3.2261
000061.SZ,2017-05-31,151.7086,151.2236,169.8187,3.1277
000061.SZ,2017-04-30,158.3268,157.8206,177.2269,3.2641
000061.SZ,2017-03-31,186.8358,186.2384,99.2821,3.7596
000061.SZ,2017-02-28,199.7327,199.0941,106.1354,4.0192
000061.SZ,2017-01-31,200.5812,199.9399,106.5863,4.0362
