code,report_date,revenue,ocf,roe,net_profit,total_assets,total_liabilities
000898.SZ,Q1 FY2019,244.63,20.09,0.7991,4.15,904.57,375.52
000898.SZ,Q2 FY2019,266.11,17.56,1.9354,10.09,893.48,370.86
000898.SZ,Q3 FY2019,265.49,25.83,0.5721,2.96,896.49,370.83
000898.SZ,Q4 FY2019,279.64,36.72,0.1248,0.4,878.08,352.6
000898.SZ,Q1 FY2020,203.37,-30.64,0.559,2.91,901.88,373.17
000898.SZ,Q2 FY2020,243.13,78.43,0.3981,2.12,898.36,372.66
000898.SZ,Q3 FY2020,265.21,13.08,1.5711,8.32,882.29,348.18
000898.SZ,Q4 FY2020,297.32,38.29,1.2287,6.61,880.46,341.88
000917.SZ,Q1 FY2016,18.737,0.955,1.2025,155.3104,199.6425,86.2745
000917.SZ,Q2 FY2016,16.2129,-6.3667,0.0666,14.516,212.0782,95.6033
000917.SZ,Q3 FY2016,17.2041,-0.334,0.7343,122.3474,214.3971,97.8053
000917.SZ,Q4 FY2016,22.7099,2.7995,1.0944,184.6222,225.1681,106.6805
000917.SZ,Q1 FY2017,17.7605,-2.477,0.9177,184.9859,233.313,111.0996
000917.SZ,Q2 FY2017,20.1197,-2.7656,0.1899,66.9368,233.4706,110.8398
000917.SZ,Q3 FY2017,20.7489,2.02,-0.1113,26.2021,231.4144,114.4537
000917.SZ,Q4 FY2017,28.7857,4.5106,-5.5375,-514.3063,237.478,125.252
000917.SZ,Q1 FY2018,23.3662,4.6888,-0.5422,44.1431,237.3596,124.742
000917.SZ,Q2 FY2018,22.9992,-0.8833,0.1879,17.8586,236.1121,123.5704
000917.SZ,Q3 FY2018,27.0889,0.8306,-1.011,-42.1296,240.6239,129.5055
000917.SZ,Q4 FY2018,31.6528,1.9102,2.2353,251.8986,232.6877,121.7557
000917.SZ,Q1 FY2019,14.2498,0.3465,0.085,0.7499,231.2904,120.304
000917.SZ,Q2 FY2019,14.8021,0.0519,0.0254,34.1554,221.8806,110.5119
000917.SZ,Q3 FY2019,18.7965,5.9421,0.5524,86.17,219.7968,104.5282
000917.SZ,Q4 FY2019,22.9218,11.1136,0.3981,179.4063,223.9864,101.2141
000917.SZ,Q1 FY2020,12.0828,0.4891,-1.292,-186.3489,221.3567,100.4403
000917.SZ,Q2 FY2020,12.4938,-0.4056,-1.1557,-30.4646,221.7505,102.557
000917.SZ,Q3 FY2020,14.9704,2.8724,-6.0297,-635.034,229.4012,110.4031
000917.SZ,Q4 FY2020,19.8523,-1.3912,-5.3991,-511.5937,207.8359,91.4686
000937.SZ,Q1 FY2016,26.7953,-2.4762,0.0228,-0.4476,420.3431,220.2913
000937.SZ,Q2 FY2016,29.391,1.8162,0.0269,-0.205,398.8763,199.8127
000937.SZ,Q3 FY2016,33.5419,0.9327,0.3897,0.6533,431.2667,230.4718
000937.SZ,Q4 FY2016,46.6284,-2.7133,0.8773,1.5973,435.1669,234.2396
000937.SZ,Q1 FY2017,50.7906,-3.0974,1.518,2.8635,437.5,232.6333
000937.SZ,Q2 FY2017,51.4784,11.1739,1.5059,2.8176,439.1692,234.4325
000937.SZ,Q3 FY2017,51.8938,15.3927,1.4126,2.7774,461.1064,252.1058
000937.SZ,Q4 FY2017,49.6546,18.8994,1.1529,2.4375,457.7873,249.5849
000937.SZ,Q1 FY2018,53.562,2.6859,1.4719,3.2895,452.4773,239.3711
000937.SZ,Q2 FY2018,54.278,3.1513,1.6074,3.7154,458.457,244.0148
000937.SZ,Q3 FY2018,55.1493,17.448,1.2196,3.3741,463.2173,244.6285
000937.SZ,Q4 FY2018,51.5948,7.755,0.1164,0.1126,457.6615,241.8771
000937.SZ,Q1 FY2019,56.4631,3.6365,1.1628,2.9599,456.6195,235.1087
000937.SZ,Q2 FY2019,57.5905,5.4881,1.0954,3.2545,457.2747,235.1689
000937.SZ,Q3 FY2019,55.5248,11.1351,1.3291,3.2847,453.8117,220.2971
000937.SZ,Q4 FY2019,47.8221,14.362,0.8208,2.5324,454.5837,225.3143
000937.SZ,Q1 FY2020,50.6483,6.0809,1.2154,2.7172,451.4231,218.4247
000937.SZ,Q2 FY2020,53.4784,11.3482,1.7406,4.3742,443.6009,209.9369
000937.SZ,Q3 FY2020,55.2658,23.6187,1.2464,3.7156,453.7243,222.5045
000937.SZ,Q4 FY2020,47.033,25.3495,-0.1725,1.2904,501.0986,270.5081
000963.SZ,Q1 FY2016,61.657,-6.1951,8.8333,4.5246,135.3145,63.8584
000963.SZ,Q2 FY2016,60.7793,16.305,5.7394,4.0922,130.689,61.2164
000963.SZ,Q3 FY2016,66.7632,-5.4716,5.441,3.9372,141.5885,68.1787
000963.SZ,Q4 FY2016,64.5972,8.8313,3.513,2.8001,144.5643,68.1459
000963.SZ,Q1 FY2017,71.4935,-8.8151,7.205,5.647,152.4051,70.5967
000963.SZ,Q2 FY2017,69.4159,11.5778,6.4241,5.2204,149.8224,69.5317
000963.SZ,Q3 FY2017,73.5993,-1.4999,5.6764,4.7687,157.8421,72.7856
000963.SZ,Q4 FY2017,63.8095,15.3484,3.5184,3.246,159.8711,71.7824
000963.SZ,Q1 FY2018,78.3674,-5.5742,7.5571,6.9078,173.4793,78.4829
000963.SZ,Q2 FY2018,74.8821,16.2769,7.0313,6.732,170.8821,76.5215
000963.SZ,Q3 FY2018,78.7952,3.4115,5.5783,5.4655,181.0722,81.4306
000963.SZ,Q4 FY2018,74.589,6.2807,4.7133,4.8463,192.1736,87.9183
000963.SZ,Q1 FY2019,97.0515,-4.3389,8.7464,9.3782,214.4707,101.6146
000963.SZ,Q2 FY2019,85.4352,13.9692,6.3071,7.2537,213.8766,98.3115
000963.SZ,Q3 FY2019,93.7922,-0.5399,5.4337,6.4146,225.1003,103.1066
000963.SZ,Q4 FY2019,78.1781,10.9266,5.0061,6.2076,214.6397,85.9735
000963.SZ,Q1 FY2020,85.9807,2.1878,8.8966,11.5343,235.2774,95.0922
000963.SZ,Q2 FY2020,80.6286,10.3676,4.3138,6.2179,225.0254,83.6343
000963.SZ,Q3 FY2020,88.3994,6.4627,4.7467,6.851,244.1951,96.1442
000963.SZ,Q4 FY2020,81.8218,15.0963,2.9697,4.494,242.0135,90.2194
000983.SZ,Q1 FY2016,42.4069,5.5293,0.3012,0.6317,528.9049,336.8983
000983.SZ,Q2 FY2016,43.4289,-0.3328,0.3712,0.8018,546.8372,352.6488
000983.SZ,Q3 FY2016,43.7786,5.1761,0.567,0.9079,537.2759,341.2685
000983.SZ,Q4 FY2016,66.495,15.8521,1.3987,2.1681,538.8218,345.0067
000983.SZ,Q1 FY2017,69.1255,3.8243,2.7783,5.3763,558.1733,357.5562
000983.SZ,Q2 FY2017,67.203,6.8829,2.6122,5.199,570.3215,363.4897
000983.SZ,Q3 FY2017,74.004,13.3082,2.5504,4.8413,577.1195,363.9593
000983.SZ,Q4 FY2017,76.2202,30.3318,1.0838,2.9601,578.5638,366.6331
000983.SZ,Q1 FY2018,72.9942,19.6876,2.8125,5.9798,589.0106,369.483
000983.SZ,Q2 FY2018,79.5647,17.7568,3.1867,6.8062,589.3365,361.855
000983.SZ,Q3 FY2018,81.1649,13.5462,2.0922,4.7524,601.6883,367.8973
000983.SZ,Q4 FY2018,88.9863,20.5686,1.4151,3.9524,650.5636,416.4345
000983.SZ,Q1 FY2019,85.1031,14.2843,2.9427,6.9806,648.8221,405.2535
000983.SZ,Q2 FY2019,84.2239,22.1102,3.2804,7.5471,645.6011,402.405
000983.SZ,Q3 FY2019,77.2768,13.9808,2.5827,4.7588,632.9306,395.2338
000983.SZ,Q4 FY2019,82.9435,24.963,-0.4615,0.9192,651.1327,419.8299
000983.SZ,Q1 FY2020,69.6323,17.439,2.5673,5.6974,672.4915,433.7009
000983.SZ,Q2 FY2020,71.877,-3.666,2.5805,6.1431,663.4274,420.4209
000983.SZ,Q3 FY2020,76.1001,19.7367,2.3672,5.4557,655.2741,405.0109
000983.SZ,Q4 FY2020,119.9564,18.9072,1.7339,4.7229,706.1062,488.7098
001979.SZ,Q1 FY2016,45.2371,-15.734,1.7046,7.8467,2169.7423,1540.4929
001979.SZ,Q2 FY2016,167.2448,-46.8186,6.3167,36.2439,2241.8795,1599.1387
001979.SZ,Q3 FY2016,154.8382,16.7901,3.6075,27.1877,2418.3977,1739.3571
001979.SZ,Q4 FY2016,268.4082,-81.3849,7.4429,50.5906,2507.3168,1729.06
001979.SZ,Q1 FY2017,69.3974,-111.1517,3.6906,24.7469,2616.8656,1815.3902
001979.SZ,Q2 FY2017,124.5592,-5.9377,2.3501,16.4845,2782.648,2011.2969
001979.SZ,Q3 FY2017,70.8998,-33.4166,0.4501,4.7726,3012.6195,2229.6709
001979.SZ,Q4 FY2017,489.6904,103.419,13.6779,104.0896,3326.2092,2398.3821
001979.SZ,Q1 FY2018,91.6312,-91.5169,8.0859,58.2579,3606.0888,2601.7118
001979.SZ,Q2 FY2018,118.2468,25.6921,1.9083,21.4315,4078.5363,3145.3129
001979.SZ,Q3 FY2018,127.9225,7.4856,1.7452,17.5499,4194.5121,3236.989
001979.SZ,Q4 FY2018,544.9781,163.1206,9.7482,97.3685,4232.2145,3143.5877
001979.SZ,Q1 FY2019,43.5046,-89.6536,3.4158,26.6594,4415.9949,3264.4814
001979.SZ,Q2 FY2019,123.3607,150.2848,2.9509,27.3791,5024.5293,3854.9201
001979.SZ,Q3 FY2019,88.5605,30.2496,0.2554,4.2689,5279.8729,3992.5669
001979.SZ,Q4 FY2019,721.2961,47.2399,12.789,130.2614,6176.8809,3903.1762
001979.SZ,Q1 FY2020,117.9713,-163.969,0.5663,6.6508,6340.8224,4038.9232
001979.SZ,Q2 FY2020,125.2248,134.0633,0.4147,5.7703,6679.1656,4456.778
001979.SZ,Q3 FY2020,257.9818,132.3555,1.481,21.6823,7063.2533,4803.2041
001979.SZ,Q4 FY2020,795.0303,173.7702,10.6595,135.0297,7371.5734,4838.0019
000999.SZ,Q1 FY2016,21.3194,1.8053,4.0421,3.1473,120.4399,40.5511
000999.SZ,Q2 FY2016,21.4878,5.3059,4.0602,3.2862,123.7218,41.9789
000999.SZ,Q3 FY2016,18.8329,2.8397,2.8512,2.3485,144.2767,60.3212
000999.SZ,Q4 FY2016,28.1771,3.9705,3.8869,3.2955,135.5175,48.3039
000999.SZ,Q1 FY2017,24.5686,1.3503,4.2567,3.7642,139.4203,48.1857
000999.SZ,Q2 FY2017,25.4109,6.4317,4.0129,3.7293,143.5251,48.7124
000999.SZ,Q3 FY2017,24.8583,4.0166,2.3206,2.2083,151.592,53.8863
000999.SZ,Q4 FY2017,36.3614,3.8054,3.5435,3.563,161.9546,60.7078
000999.SZ,Q1 FY2018,33.8032,2.3346,4.2079,4.2972,165.729,59.9284
000999.SZ,Q2 FY2018,30.9178,8.4957,3.9408,4.1511,162.7608,57.2671
000999.SZ,Q3 FY2018,29.722,4.4095,2.7595,2.9228,166.7796,58.4781
000999.SZ,Q4 FY2018,39.8345,3.8726,2.9966,3.3776,180.2993,68.6144
000999.SZ,Q1 FY2019,34.8227,3.315,10.2255,11.6847,178.9613,55.9214
000999.SZ,Q2 FY2019,36.8454,8.5443,4.5979,5.6423,184.8265,59.9523
000999.SZ,Q3 FY2019,30.2052,3.3297,2.0096,2.5163,183.14,55.8687
000999.SZ,Q4 FY2019,45.1459,4.5293,1.1455,1.5476,201.0353,72.2165
000999.SZ,Q1 FY2020,31.371,6.4476,4.1566,5.3766,201.5065,67.3097
000999.SZ,Q2 FY2020,26.9533,4.2265,4.0115,5.3655,201.1244,65.8427
000999.SZ,Q3 FY2020,34.0899,4.78,3.7413,5.0464,205.2526,65.0043
000999.SZ,Q4 FY2020,43.9584,6.7857,0.2427,0.3868,220.1015,79.511
002007.SZ,Q1 FY2016,4.1133,0.3625,5.1223,1.9274,42.5355,1.7237
002007.SZ,Q2 FY2016,4.4522,1.4282,5.6614,2.1523,42.8985,2.219
002007.SZ,Q3 FY2016,5.4973,0.392,4.9942,1.9819,44.6587,1.9566
002007.SZ,Q4 FY2016,5.2839,1.1166,4.1875,1.652,46.5046,2.1505
002007.SZ,Q1 FY2017,5.3802,-0.9022,5.8757,2.4954,49.0888,2.2393
002007.SZ,Q2 FY2017,4.7482,0.5891,4.0178,1.7429,47.6728,2.8007
002007.SZ,Q3 FY2017,6.5335,0.6532,4.3006,1.8578,49.6985,3.2187
002007.SZ,Q4 FY2017,7.0198,1.434,4.4181,1.9409,52.1931,3.7724
002007.SZ,Q1 FY2018,5.6189,0.4036,4.3464,2.0449,53.8783,3.4127
002007.SZ,Q2 FY2018,6.3926,3.4131,5.0556,2.4298,54.318,4.2128
002007.SZ,Q3 FY2018,8.3476,3.3852,6.1411,3.1588,57.4694,4.2054
002007.SZ,Q4 FY2018,11.81,5.7245,7.1184,4.4619,64.9305,7.2047
002007.SZ,Q1 FY2019,6.9579,1.8812,4.5453,2.5461,67.2202,5.9016
002007.SZ,Q2 FY2019,7.0682,3.5183,4.246,2.4352,65.7066,5.6878
002007.SZ,Q3 FY2019,12.3583,2.2192,7.6215,5.1776,71.9458,6.7429
002007.SZ,Q4 FY2019,10.615,6.0088,5.0076,3.6299,75.832,6.9926
002007.SZ,Q1 FY2020,6.7754,0.9589,3.7082,2.3743,77.9131,6.661
002007.SZ,Q2 FY2020,7.09,3.7587,3.9769,2.6789,78.0915,9.6966
002007.SZ,Q3 FY2020,16.8626,0.9351,6.7199,5.6271,88.3323,14.2776
002007.SZ,Q4 FY2020,19.5041,7.6003,8.9571,7.7614,100.3864,19.3822
002008.SZ,Q1 FY2016,11.8152,-218.1446,2.4049,1.171,80.0855,29.8637
002008.SZ,Q2 FY2016,19.408,147.3822,5.8332,2.8402,93.6803,41.9558
002008.SZ,Q3 FY2016,18.6651,144.1736,4.6245,2.3266,95.562,41.5168
002008.SZ,Q4 FY2016,19.7007,722.8898,2.3143,1.2059,103.6948,48.2123
002008.SZ,Q1 FY2017,15.217,-366.8227,2.79,1.5644,111.0751,53.0075
002008.SZ,Q2 FY2017,40.1411,-69.2615,13.0946,7.6223,133.5091,69.9545
002008.SZ,Q3 FY2017,33.7854,507.1433,9.0494,5.9097,156.102,84.561
002008.SZ,Q4 FY2017,26.4574,1902.5004,2.3477,2.0113,141.0297,68.1925
002008.SZ,Q1 FY2018,16.9206,-149.8944,4.9138,3.6433,162.4448,81.3923
002008.SZ,Q2 FY2018,34.1493,-0.0686,8.139,6.5411,173.9225,89.1875
002008.SZ,Q3 FY2018,35.4911,-484.9546,7.522,6.3744,183.1753,93.1682
002008.SZ,Q4 FY2018,23.7338,1431.4747,0.7255,0.6924,189.4502,103.4885
002008.SZ,Q1 FY2019,21.2609,-212.2736,1.9064,1.5917,189.1174,101.1684
002008.SZ,Q2 FY2019,26.0808,533.1082,2.5705,2.1407,181.7609,94.1099
002008.SZ,Q3 FY2019,22.0952,832.6175,2.5626,2.1094,178.605,88.6063
002008.SZ,Q4 FY2019,26.1894,969.9606,0.4786,0.3162,178.9338,88.1524
002008.SZ,Q1 FY2020,15.1034,-192.4181,1.2078,1.0215,188.5816,96.8795
002008.SZ,Q2 FY2020,36.4947,375.5354,5.5948,5.2539,199.6253,102.1498
002008.SZ,Q3 FY2020,36.9902,376.2,4.1221,3.9421,201.3916,101.7318
002008.SZ,Q4 FY2020,30.8366,1332.4459,-0.4244,-0.2826,213.4536,112.4628
002038.SZ,Q1 FY2016,2.5884,0.6651,4.0844,1.4769,39.1008,1.5277
002038.SZ,Q2 FY2016,2.1352,1.0997,2.768,1.0287,39.9523,1.3574
002038.SZ,Q3 FY2016,2.2624,0.5392,2.7126,1.0462,39.6798,1.304
002038.SZ,Q4 FY2016,3.1125,1.6646,2.4696,0.9221,40.8127,1.5119
002038.SZ,Q1 FY2017,2.2651,0.8475,3.2087,1.2447,42.1377,1.5716
002038.SZ,Q2 FY2017,2.396,1.4869,2.5907,1.0482,43.1508,1.5369
002038.SZ,Q3 FY2017,3.0757,1.2839,3.8184,1.546,43.6043,1.9616
002038.SZ,Q4 FY2017,4.684,0.189,3.4002,1.4487,45.8506,2.8567
002038.SZ,Q1 FY2018,4.4013,1.5581,4.1824,1.8104,47.5951,2.8218
002038.SZ,Q2 FY2018,5.406,0.7998,3.8464,1.668,45.8262,2.8038
002038.SZ,Q3 FY2018,5.703,1.421,4.1615,1.8055,47.6222,2.7679
002038.SZ,Q4 FY2018,6.1645,1.0728,0.8818,0.35,49.8827,4.6973
002038.SZ,Q1 FY2019,4.6562,2.1098,4.3525,1.9835,51.9009,4.537
002038.SZ,Q2 FY2019,5.8466,1.3865,3.2645,1.5275,53.143,4.4153
002038.SZ,Q3 FY2019,5.2555,1.1333,3.0315,1.4457,52.4893,4.4893
002038.SZ,Q4 FY2019,4.5387,2.0287,-0.3389,-0.1617,52.2497,4.0376
002038.SZ,Q1 FY2020,1.9466,0.4113,1.2663,0.6014,53.0745,3.7631
002038.SZ,Q2 FY2020,3.425,0.1906,2.7257,1.3489,54.0834,3.9456
002038.SZ,Q3 FY2020,3.0528,1.3022,2.1476,1.0718,53.2353,3.9899
002038.SZ,Q4 FY2020,2.703,2.2543,1.2435,0.5924,53.9483,4.1009
002065.SZ,Q1 FY2016,10.5299,-6.3422,2.0598,1.7049,113.0509,28.4253
002065.SZ,Q2 FY2016,21.6758,-9.8665,3.8407,3.234,117.5876,31.3693
002065.SZ,Q3 FY2016,35.9171,-10.9098,7.4232,6.2505,120.4644,34.0128
002065.SZ,Q4 FY2016,64.7675,-5.0111,10.4088,8.9046,124.2819,35.2206
002065.SZ,Q1 FY2017,12.8052,-5.7048,5.2697,4.6574,129.3568,38.8054
002065.SZ,Q2 FY2017,25.1885,-4.5908,6.86,6.1227,136.7795,44.7646
002065.SZ,Q3 FY2017,42.2784,-4.403,10.0524,9.018,143.9059,51.3496
002065.SZ,Q4 FY2017,72.9013,1.6768,7.5102,6.6529,141.5405,51.3318
002065.SZ,Q1 FY2018,14.0007,-7.2478,1.5012,1.3073,143.2251,51.7091
002065.SZ,Q2 FY2018,31.2403,-11.2503,3.6825,3.2758,151.5842,58.0998
002065.SZ,Q3 FY2018,50.1419,-10.588,7.2191,6.4537,151.0686,57.5733
002065.SZ,Q4 FY2018,84.7059,3.5146,8.9255,7.9781,160.0565,67.3488
002065.SZ,Q1 FY2019,16.3802,-8.4518,1.673,1.4894,163.4584,69.2604
002065.SZ,Q2 FY2019,35.9307,-8.7435,4.1305,3.784,160.7931,64.5221
002065.SZ,Q3 FY2019,57.3344,-8.9673,8.0216,7.3827,170.0236,73.2611
002065.SZ,Q4 FY2019,88.4901,3.024,6.2432,5.7774,168.35,72.3603
002065.SZ,Q1 FY2020,17.2704,-6.3465,1.6502,1.5059,168.6942,71.2024
002065.SZ,Q2 FY2020,36.3986,-10.5987,4.1279,3.9066,175.7426,75.5224
002065.SZ,Q3 FY2020,55.6669,-9.8651,6.3086,6.0204,180.4069,79.6347
002065.SZ,Q4 FY2020,91.6719,3.2603,5.6628,5.4595,188.8332,88.5992
002129.SZ,Q1 FY2016,15.9648,1.5231,1.0084,1.0154,186.726,82.5818
002129.SZ,Q2 FY2016,20.3819,1.6951,1.4211,1.4824,180.6241,75.0908
002129.SZ,Q3 FY2016,17.8786,2.2236,0.9535,1.0049,194.8018,88.8233
002129.SZ,Q4 FY2016,13.6081,2.7501,0.4879,0.5362,229.9452,123.3941
002129.SZ,Q1 FY2017,16.5876,1.5924,0.9872,1.0616,228.3323,120.708
002129.SZ,Q2 FY2017,25.578,2.9291,1.5835,1.7032,251.6927,143.1164
002129.SZ,Q3 FY2017,26.3621,2.4153,1.5958,1.8031,280.7101,162.6403
002129.SZ,Q4 FY2017,27.9141,3.5807,1.1189,1.3393,310.066,180.0779
002129.SZ,Q1 FY2018,28.0177,2.6259,1.0533,1.3873,332.7755,196.3495
002129.SZ,Q2 FY2018,36.5948,2.7786,1.4618,2.1181,347.4984,193.3539
002129.SZ,Q3 FY2018,27.9435,3.1986,1.0002,1.8315,379.387,224.9683
002129.SZ,Q4 FY2018,45.0012,8.4739,1.5614,2.5533,426.9731,269.7334
002129.SZ,Q1 FY2019,38.2295,3.6901,1.3983,2.341,424.4268,264.5276
002129.SZ,Q2 FY2019,41.186,4.8315,1.9442,3.8085,450.6003,277.7189
002129.SZ,Q3 FY2019,40.743,4.7982,1.8106,3.5724,463.4391,284.175
002129.SZ,Q4 FY2019,48.7113,11.75,1.4415,2.8906,491.1852,285.7
002129.SZ,Q1 FY2020,45.1654,6.0984,1.7737,3.713,506.7657,296.3832
002129.SZ,Q2 FY2020,41.2764,4.1396,1.9785,3.5253,536.2513,313.8274
002129.SZ,Q3 FY2020,47.3236,11.7373,1.8379,4.0554,570.4853,300.5256
002129.SZ,Q4 FY2020,56.8024,6.6133,1.2717,3.4615,587.1968,306.3829
002081.SZ,Q1 FY2016,41.8313,-4.6961,5.2412,4.6907,228.4593,136.3975
002081.SZ,Q2 FY2016,49.1847,-0.6479,4.6489,4.2114,247.3468,154.3869
002081.SZ,Q3 FY2016,57.8096,8.1862,5.0541,4.7263,265.1036,167.2366
002081.SZ,Q4 FY2016,47.181,8.1634,3.2595,3.3274,268.2252,166.8067
002081.SZ,Q1 FY2017,43.4791,-3.3335,4.6871,4.693,256.4389,150.2076
002081.SZ,Q2 FY2017,51.4977,0.8791,4.0028,4.2987,267.1391,160.2588
002081.SZ,Q3 FY2017,62.3374,4.414,5.0416,5.5327,278.5486,166.0953
002081.SZ,Q4 FY2017,52.6498,15.813,4.2834,4.742,281.8437,164.3421
002081.SZ,Q1 FY2018,50.6586,-10.7409,4.7069,5.3388,257.7451,134.6068
002081.SZ,Q2 FY2018,58.3853,4.334,3.6141,4.6085,275.1786,151.1096
002081.SZ,Q3 FY2018,76.3483,-2.9482,4.8108,5.9318,304.3051,173.7044
002081.SZ,Q4 FY2018,65.4938,25.8493,4.158,5.8365,333.035,196.9795
002081.SZ,Q1 FY2019,60.5703,-9.4052,4.4396,5.5269,318.6158,176.9416
002081.SZ,Q2 FY2019,77.386,3.9711,3.6583,5.3057,339.7585,197.7875
002081.SZ,Q3 FY2019,89.4501,-2.6548,4.5291,6.5648,362.4562,213.7378
002081.SZ,Q4 FY2019,80.9401,25.641,4.0369,5.2096,394.7339,240.734
002081.SZ,Q1 FY2020,43.2088,-18.8056,2.1817,2.9994,365.889,208.3305
002081.SZ,Q2 FY2020,88.9382,13.7051,4.2902,6.8338,402.3179,242.8797
002081.SZ,Q3 FY2020,88.5311,-1.569,4.3998,7.2239,425.3776,259.5089
002081.SZ,Q4 FY2020,91.7542,24.4407,3.9505,6.349,450.0331,278.5798
002024.SZ,Q1 FY2016,318.4307,-25.1107,-0.9789,-3.5962,917.7835,604.1261
002024.SZ,Q2 FY2016,368.7169,8.5143,0.3922,1.7305,1256.1655,648.2695
002024.SZ,Q3 FY2016,351.4818,7.7551,-0.2957,-2.1144,1336.5485,678.8311
002024.SZ,Q4 FY2016,447.2239,47.2336,1.5517,8.9124,1371.6724,672.4526
002024.SZ,Q1 FY2017,373.7727,-50.2881,0.1156,0.4977,1387.6658,642.1602
002024.SZ,Q2 FY2017,463.686,1.0731,0.2951,1.7074,1474.8399,680.6579
002024.SZ,Q3 FY2017,481.3639,-37.6494,0.4908,3.8992,1560.2597,714.4018
002024.SZ,Q4 FY2017,560.455,20.8115,4.453,34.3911,1572.7669,736.4903
002024.SZ,Q1 FY2018,496.2034,-26.4889,0.1409,0.8345,1619.5894,781.7831
002024.SZ,Q2 FY2018,610.5801,-26.7325,7.4174,55.9702,1790.8173,932.5418
002024.SZ,Q3 FY2018,622.9123,-84.9989,0.153,-0.953,1890.4278,998.1014
002024.SZ,Q4 FY2018,719.8699,-0.5244,8.8535,70.5738,1994.672,1112.564
002024.SZ,Q1 FY2019,622.4151,-58.1708,0.1679,1.0381,2094.9629,1212.9187
002024.SZ,Q2 FY2019,733.2967,-44.5087,2.4704,19.7909,2189.4836,1303.399
002024.SZ,Q3 FY2019,654.3743,-96.9558,11.3396,96.0151,2330.534,1415.6006
002024.SZ,Q4 FY2019,682.2029,20.9899,-2.3038,-23.6462,2368.5505,1497.1023
002024.SZ,Q1 FY2020,578.3918,-39.2544,-0.6288,-7.3943,2259.966,1396.4461
002024.SZ,Q2 FY2020,605.8465,41.2998,0.4397,1.9733,2301.0117,1437.5175
002024.SZ,Q3 FY2020,624.3795,-26.3354,0.8205,4.6661,2211.933,1361.4049
002024.SZ,Q4 FY2020,714.3388,8.0715,-5.9051,-52.8237,2120.752,1352.434
002142.SZ,Q1 FY2016,60.7585,812.7272,4.4024,20.3387,0.8142,0.7669
002142.SZ,Q2 FY2016,59.702,113.0933,4.3796,21.1192,0.8337,0.7845
002142.SZ,Q3 FY2016,58.9377,-71.3901,4.4393,22.0773,0.8377,0.7873
002142.SZ,Q4 FY2016,57.052,239.6881,2.9184,14.6923,0.885,0.8346
002142.SZ,Q1 FY2017,64.3342,117.1865,4.631,23.6186,0.9196,0.8679
002142.SZ,Q2 FY2017,58.8258,-319.3927,4.5882,24.1245,0.9385,0.8851
002142.SZ,Q3 FY2017,62.588,7.5869,4.855,26.0898,0.9531,0.899
002142.SZ,Q4 FY2017,67.3953,374.629,3.5413,19.7242,1.032,0.9748
002142.SZ,Q1 FY2018,65.8144,7.6286,4.8032,28.314,1.0686,1.0079
002142.SZ,Q2 FY2018,69.4077,-388.8627,4.6179,28.889,1.0764,1.0118
002142.SZ,Q3 FY2018,77.0637,-282.4646,4.8866,32.3244,1.0862,1.0182
002142.SZ,Q4 FY2018,77.0172,153.9072,3.0476,22.6789,1.1164,1.0352
002142.SZ,Q1 FY2019,81.2363,-390.3275,4.055,34.1994,1.161,1.0744
002142.SZ,Q2 FY2019,80.6815,471.5895,3.8879,34.6949,1.2055,1.1136
002142.SZ,Q3 FY2019,93.6151,167.3558,4.0963,38.868,1.2397,1.1419
002142.SZ,Q4 FY2019,95.281,154.7686,3.0376,30.1462,1.3177,1.217
002142.SZ,Q1 FY2020,108.5997,595.4293,3.8798,40.1562,1.4389,1.3325
002142.SZ,Q2 FY2020,91.2116,393.3526,3.4466,38.78,1.5105,1.3931
002142.SZ,Q3 FY2020,102.8012,-610.4142,2.953,34.6947,1.5418,1.426
002142.SZ,Q4 FY2020,108.4976,229.3423,3.2332,37.7292,1.6267,1.5078
002146.SZ,Q1 FY2016,40.4765,-66.83,1.5962,3.5216,1115.9387,892.0336
002146.SZ,Q2 FY2016,73.4065,14.6687,4.6491,9.8941,1207.1933,984.482
002146.SZ,Q3 FY2016,73.23,-23.8589,4.0996,9.6752,1280.3141,1048.5543
002146.SZ,Q4 FY2016,119.1071,39.0713,8.7033,20.6308,1457.4488,1205.3638
002146.SZ,Q1 FY2017,51.1006,-8.0704,1.9169,5.2317,1567.3043,1309.6828
002146.SZ,Q2 FY2017,83.058,-66.6702,5.1391,13.2605,1717.8522,1464.6882
002146.SZ,Q3 FY2017,82.7085,-0.9694,4.5796,11.5946,1758.1723,1496.0662
002146.SZ,Q4 FY2017,170.173,98.4466,11.381,30.7066,1917.3315,1623.5317
002146.SZ,Q1 FY2018,69.8391,-33.5456,2.1589,6.9839,1977.2244,1676.2057
002146.SZ,Q2 FY2018,124.0396,83.2062,5.8426,20.616,2054.002,1744.9176
002146.SZ,Q3 FY2018,111.6585,37.9269,5.1509,14.3723,2139.5004,1816.1512
002146.SZ,Q4 FY2018,258.139,87.529,12.0908,40.7971,2277.6239,1914.0186
002146.SZ,Q1 FY2019,66.5815,-11.6727,2.2971,7.1475,2294.2799,1920.8162
002146.SZ,Q2 FY2019,177.0326,-45.7222,6.246,21.6806,2416.5732,2039.0141
002146.SZ,Q3 FY2019,144.7777,0.965,5.4398,19.4913,2445.1652,2046.3284
