code,report_date,revenue,ocf,roe,net_profit,total_assets,total_liabilities
600362.SH,Q4 FY2020,912.8021,-53.4873,1.3981,7.244,1408.8155,740.2225
600369.SH,Q1 FY2016,7.2732,-16.5558,1.8541,3.6994,726.0552,539.2111
600369.SH,Q2 FY2016,12.7563,-103.9979,2.8169,5.1038,790.5437,598.321
600369.SH,Q3 FY2016,9.5052,-11.5888,1.044,2.0595,762.4209,566.5428
600369.SH,Q4 FY2016,6.7818,25.9856,-0.7319,-1.7357,709.9969,513.3191
600369.SH,Q1 FY2017,5.0704,-3.8307,0.1253,0.2222,659.8084,461.8825
600369.SH,Q2 FY2017,8.5889,-5.2761,1.7979,3.5114,677.639,480.7046
600369.SH,Q3 FY2017,8.6108,-6.5515,1.1652,2.2931,617.9614,417.1618
600369.SH,Q4 FY2017,8.3375,-25.954,0.4036,0.8821,636.9429,436.4563
600369.SH,Q1 FY2018,7.1766,16.0652,1.3511,2.612,672.6012,472.7979
600369.SH,Q2 FY2018,6.9808,37.2544,0.2233,0.5421,653.5278,458.4269
600369.SH,Q3 FY2018,4.1238,-28.9377,-0.0406,-0.1517,644.0486,449.0324
600369.SH,Q4 FY2018,9.1603,-0.8935,-0.373,-0.8501,636.9522,447.1825
600369.SH,Q1 FY2019,11.3898,51.5679,2.1905,4.2869,706.4639,510.7
600369.SH,Q2 FY2019,5.7084,-35.682,0.406,0.5031,719.6008,521.2549
600369.SH,Q3 FY2019,6.2139,-9.9661,0.9509,1.7698,672.629,473.3539
600369.SH,Q4 FY2019,11.5763,8.7222,1.9092,3.0853,658.5099,462.9322
600369.SH,Q1 FY2020,5.6957,29.2308,1.0295,2.1388,703.8892,506.2488
600369.SH,Q2 FY2020,10.5237,-30.7071,1.1467,1.8197,723.3819,528.2852
600369.SH,Q3 FY2020,7.2172,-20.5925,1.4618,3.1766,764.7703,517.9716
600369.SH,Q4 FY2020,8.2591,-16.0131,1.3588,3.4428,791.8832,541.0895
600372.SH,Q1 FY2016,9.502,-4.8247,0.8815,0.5221,160.121,100.0597
600372.SH,Q2 FY2016,15.2506,-3.0129,1.3511,0.8457,170.3479,110.0932
600372.SH,Q3 FY2016,13.8251,-4.6636,1.6196,0.989,169.4494,108.0957
600372.SH,Q4 FY2016,31.0092,11.4556,4.0206,2.4231,175.3175,112.6038
600372.SH,Q1 FY2017,9.0989,-6.4515,-0.4343,-0.2171,176.5879,113.8403
600372.SH,Q2 FY2017,18.1828,-0.1313,2.8422,1.7012,184.217,120.1252
600372.SH,Q3 FY2017,13.0757,-3.7075,1.2201,0.7616,183.0837,117.8334
600372.SH,Q4 FY2017,29.8737,9.2788,4.8368,3.343,211.9034,137.5121
600372.SH,Q1 FY2018,9.0236,-2.7551,-0.8409,-0.6868,208.5627,134.3127
600372.SH,Q2 FY2018,20.7049,-0.1803,2.9166,2.1754,216.5726,141.0095
600372.SH,Q3 FY2018,16.2805,-2.6903,1.3653,1.0982,221.7535,144.7479
600372.SH,Q4 FY2018,30.4253,5.9748,3.1116,2.2384,216.5117,137.377
600372.SH,Q1 FY2019,12.6252,-1.7639,-0.4947,-0.356,216.6257,137.2405
600372.SH,Q2 FY2019,21.6841,-1.8956,2.7278,2.1827,224.2844,144.4593
600372.SH,Q3 FY2019,17.4207,-2.6342,1.2576,1.086,245.0053,163.7117
600372.SH,Q4 FY2019,31.7918,13.6502,3.7166,2.8734,226.967,144.7442
600372.SH,Q1 FY2020,12.2948,-3.3599,0.9509,0.7667,233.5892,150.6729
600372.SH,Q2 FY2020,23.4772,-5.2883,2.3775,1.9831,242.7151,158.626
600372.SH,Q3 FY2020,22.3625,3.2046,1.636,1.5707,244.9044,136.901
600372.SH,Q4 FY2020,29.3317,13.5393,2.0518,2.2329,247.199,136.9159
600383.SH,Q1 FY2016,66.8168,-4.9892,0.9916,6.4602,1455.1641,969.3122
600383.SH,Q2 FY2016,73.204,75.5823,1.3538,6.4395,1455.4137,992.5073
600383.SH,Q3 FY2016,114.555,30.9698,2.9223,17.6362,1503.6513,1030.1121
600383.SH,Q4 FY2016,298.7189,69.2542,13.1136,55.2226,1536.3426,1005.3039
600383.SH,Q1 FY2017,57.7889,-42.1038,2.3001,10.3694,1634.6011,1091.9388
600383.SH,Q2 FY2017,67.8955,11.9543,0.7617,6.5709,1700.6095,1183.7495
600383.SH,Q3 FY2017,81.0564,29.5866,3.0792,15.0943,1966.0153,1444.0923
600383.SH,Q4 FY2017,166.5813,-69.3245,11.779,62.7383,2079.4207,1499.861
600383.SH,Q1 FY2018,68.0256,-30.3777,2.6606,11.7222,2248.6136,1664.6482
600383.SH,Q2 FY2018,81.2682,-77.4767,3.1641,18.4022,2465.681,1889.5271
600383.SH,Q3 FY2018,182.9348,14.1739,6.774,46.3083,2619.2286,2002.9819
600383.SH,Q4 FY2018,170.8895,75.3961,6.3393,44.614,2783.5503,2118.7747
600383.SH,Q1 FY2019,110.1819,-48.2265,3.1762,18.3384,2863.6931,2180.933
600383.SH,Q2 FY2019,112.7101,-22.3312,4.4786,32.9537,3108.4637,2420.2003
600383.SH,Q3 FY2019,199.7601,67.8487,3.7168,31.1106,3216.9247,2458.3596
600383.SH,Q4 FY2019,208.1899,81.7018,9.0123,72.2474,3348.1597,2524.4653
600383.SH,Q1 FY2020,72.6795,-85.7535,2.4172,22.4808,3547.036,2748.245
600383.SH,Q2 FY2020,124.5979,52.9797,3.2542,24.7454,3710.5588,2921.3955
600383.SH,Q3 FY2020,204.7769,43.8948,3.8825,43.0178,3797.8936,2976.9147
600383.SH,Q4 FY2020,434.5129,64.0336,9.8232,62.1623,4016.2959,3075.9178
600373.SH,Q1 FY2016,31.7921,0.2982,3.832,3.8395,184.5603,77.6325
600373.SH,Q2 FY2016,29.1966,2.9916,6.3312,2.7422,188.0556,82.623
600373.SH,Q3 FY2016,31.215,4.2999,9.6917,3.582,190.0797,80.9792
600373.SH,Q4 FY2016,35.5548,15.9844,12.4766,2.6462,188.518,76.427
600373.SH,Q1 FY2017,29.2113,-2.9988,4.2172,4.7584,190.8228,74.3315
600373.SH,Q2 FY2017,30.7063,3.5472,7.0604,3.2088,188.3891,71.136
600373.SH,Q3 FY2017,29.9908,-0.2198,9.6636,3.0492,206.7875,86.7044
600373.SH,Q4 FY2017,43.1521,14.7032,12.5159,3.504,204.8066,80.8809
600373.SH,Q1 FY2018,28.5091,-3.5153,3.6284,4.4942,221.4732,92.9688
600373.SH,Q2 FY2018,31.5685,4.1053,6.9007,4.0209,214.1506,87.7864
600373.SH,Q3 FY2018,29.8114,-0.0297,9.6441,3.6311,234.942,104.5115
600373.SH,Q4 FY2018,25.2377,25.4974,12.7074,4.1163,237.2553,102.3072
600373.SH,Q1 FY2019,28.7889,-4.5178,3.6693,4.953,258.3863,118.5823
600373.SH,Q2 FY2019,30.6416,5.1259,6.7181,4.0783,250.3203,114.4871
600373.SH,Q3 FY2019,27.2316,1.9941,9.4579,3.8161,255.4802,116.8364
600373.SH,Q4 FY2019,25.9196,20.665,12.6312,4.4662,228.1434,85.7611
600373.SH,Q1 FY2020,25.2484,-1.6326,2.513,3.6357,258.4434,112.4108
600373.SH,Q2 FY2020,24.2284,1.8567,6.0843,5.1391,258.7186,114.3349
600373.SH,Q3 FY2020,23.5411,3.6453,8.8354,4.0713,262.4661,113.9657
600373.SH,Q4 FY2020,30.3775,23.8322,12.3712,5.4552,243.7035,90.0165
600406.SH,Q1 FY2016,13.9883,-7.7026,0.1742,0.1048,153.9023,72.2867
600406.SH,Q2 FY2016,23.7611,2.2905,3.3828,2.6788,152.9763,75.24
600406.SH,Q3 FY2016,28.604,-1.7769,6.1469,4.9008,161.3004,78.6634
600406.SH,Q4 FY2016,47.7995,25.4324,7.9839,6.8282,175.3239,85.8163
600406.SH,Q1 FY2017,14.2079,-7.2142,0.2016,0.1003,164.6064,75.0346
600406.SH,Q2 FY2017,27.5517,6.9419,3.8261,3.2624,166.8207,81.2734
600406.SH,Q3 FY2017,29.8602,-3.3819,5.8565,5.0922,175.4031,84.7635
600406.SH,Q4 FY2017,170.3592,36.6624,16.7819,28.5731,459.7784,248.346
600406.SH,Q1 FY2018,38.4392,-10.78,0.4854,1.0593,434.8467,222.3489
600406.SH,Q2 FY2018,67.1368,-0.5103,5.6463,13.2213,476.1101,206.8642
600406.SH,Q3 FY2018,66.0266,-2.8634,3.7692,10.2475,492.4718,212.9782
600406.SH,Q4 FY2018,113.8042,46.2362,6.8585,19.9708,523.3986,229.5844
600406.SH,Q1 FY2019,37.513,-10.6947,0.2752,0.9012,518.3185,223.6315
600406.SH,Q2 FY2019,71.8287,11.6444,4.0748,11.9138,526.481,236.2899
600406.SH,Q3 FY2019,62.4555,-1.0127,3.3969,10.0259,537.9282,237.8436
600406.SH,Q4 FY2019,152.4388,46.906,7.4687,23.762,574.2488,247.7234
600406.SH,Q1 FY2020,38.7398,0.6671,0.2479,0.8479,555.3552,228.911
600406.SH,Q2 FY2020,82.7964,-7.6297,4.249,13.9693,595.0042,267.5972
600406.SH,Q3 FY2020,79.4418,-2.0661,3.7556,12.6104,616.1632,275.9228
600406.SH,Q4 FY2020,184.0461,65.3789,6.9833,24.6888,659.6202,295.7013
600350.SH,Q1 FY2016,13.67,12.3281,2.2475,5.0702,460.6126,213.5805
600350.SH,Q2 FY2016,16.4534,8.1844,3.2109,7.3523,537.732,294.4004
600350.SH,Q3 FY2016,17.1474,12.197,5.0344,11.7968,467.0161,220.0432
600350.SH,Q4 FY2016,37.3349,34.2248,2.5464,4.9284,454.3051,202.4385
600350.SH,Q1 FY2017,15.9423,4.9284,2.279,5.6164,456.2027,198.7199
600350.SH,Q2 FY2017,17.5232,12.0576,2.7506,6.7642,459.574,204.9108
600350.SH,Q3 FY2017,18.2506,6.9764,5.3529,17.1118,445.9653,174.1905
600350.SH,Q4 FY2017,22.0792,10.7753,-0.0623,-0.7239,508.3922,237.6964
600350.SH,Q1 FY2018,11.4876,3.9829,1.8784,4.7165,516.0187,240.6061
600350.SH,Q2 FY2018,14.427,9.5205,6.8579,26.3312,548.2248,255.0294
600350.SH,Q3 FY2018,17.2245,4.9258,1.1573,3.1795,592.4881,295.5493
600350.SH,Q4 FY2018,25.1488,20.4764,0.7775,2.0369,685.9614,392.8072
600350.SH,Q1 FY2019,16.0267,15.4106,2.2078,6.4715,690.6551,391.0773
600350.SH,Q2 FY2019,17.4845,9.6923,3.4916,10.1229,746.9995,448.0034
600350.SH,Q3 FY2019,20.9444,10.7638,1.9332,5.6869,753.9806,448.9728
600350.SH,Q4 FY2019,19.992,19.1438,3.0466,8.3758,803.5963,459.7219
600350.SH,Q1 FY2020,7.4145,1.1325,-0.9986,-3.3262,809.9188,468.7134
600350.SH,Q2 FY2020,33.0819,15.3708,1.895,6.6455,899.2978,566.8158
600350.SH,Q3 FY2020,35.3503,16.6824,3.6293,12.0546,919.9479,571.1517
600350.SH,Q4 FY2020,37.805,9.9052,2.2705,6.0204,929.173,566.2264
600489.SH,Q1 FY2016,55.9516,11.4007,0.6095,0.9353,381.872,262.1894
600489.SH,Q2 FY2016,77.4217,9.0886,1.1577,1.7148,391.3863,239.9813
600489.SH,Q3 FY2016,71.2039,3.3528,1.6148,2.7358,397.0577,242.8956
600489.SH,Q4 FY2016,184.7031,-13.9424,-0.3464,-0.6229,387.665,234.8292
600489.SH,Q1 FY2017,80.2989,4.7733,0.6623,1.3714,409.134,254.6286
600489.SH,Q2 FY2017,79.2145,6.9742,0.9291,1.9918,401.7354,247.0574
600489.SH,Q3 FY2017,93.5391,-6.9138,0.6819,1.4184,389.3149,233.2383
600489.SH,Q4 FY2017,76.2299,1.4686,-0.0954,0.6484,385.1583,228.7292
600489.SH,Q1 FY2018,70.1805,1.4876,0.4284,1.1279,392.9907,234.8769
600489.SH,Q2 FY2018,90.8468,9.0905,0.4926,1.4776,386.5805,229.6073
600489.SH,Q3 FY2018,89.1449,5.162,0.5022,0.5578,386.8587,238.1377
600489.SH,Q4 FY2018,94.3516,8.4397,0.031,0.6004,380.5254,187.2744
600489.SH,Q1 FY2019,79.0066,-4.8132,0.2381,1.5118,387.7876,191.4364
600489.SH,Q2 FY2019,88.0584,0.7905,0.2985,1.1503,389.1195,193.993
600489.SH,Q3 FY2019,99.8052,16.5962,0.4178,2.1589,410.1882,212.0714
600489.SH,Q4 FY2019,122.7643,9.2953,0.3525,2.1007,400.2164,201.1758
600489.SH,Q1 FY2020,73.1769,-8.7886,1.0951,2.195,457.7571,240.0105
600489.SH,Q2 FY2020,116.5653,22.1484,1.9939,4.7472,464.6585,241.1505
600489.SH,Q3 FY2020,133.7343,2.9792,2.3991,6.6334,486.034,234.5611
600489.SH,Q4 FY2020,156.4767,29.2946,2.2219,5.7734,458.0275,202.7906
600398.SH,Q1 FY2016,51.3054,7.5454,10.9219,9.577,244.1686,151.0567
600398.SH,Q2 FY2016,36.3197,-0.2165,9.146,8.1535,219.832,133.3824
600398.SH,Q3 FY2016,33.0483,-0.8001,7.1609,6.4171,226.21,132.1711
600398.SH,Q4 FY2016,49.3224,22.7491,7.3077,7.0837,243.7679,142.6776
600398.SH,Q1 FY2017,51.5895,1.6862,9.5724,10.103,253.3165,142.2667
600398.SH,Q2 FY2017,40.9373,3.605,8.3309,8.6534,227.994,130.4029
600398.SH,Q3 FY2017,32.2552,-6.024,6.348,6.3745,231.1301,127.4177
600398.SH,Q4 FY2017,57.2189,29.5284,7.5758,8.1624,250.983,139.2096
600398.SH,Q1 FY2018,57.8624,10.9305,9.6268,11.3094,275.3167,152.1335
600398.SH,Q2 FY2018,42.274,-2.5259,7.9936,9.3507,246.6043,135.8317
600398.SH,Q3 FY2018,30.2879,-7.0413,4.7957,5.6223,286.9858,162.0728
600398.SH,Q4 FY2018,60.4729,22.831,6.5266,8.2769,295.9145,164.9651
600398.SH,Q1 FY2019,60.8868,12.2153,8.961,12.0756,309.1564,167.4127
600398.SH,Q2 FY2019,46.3257,-7.2297,6.834,9.0478,291.0201,160.5604
600398.SH,Q3 FY2019,39.6782,-2.9734,3.7856,4.8147,273.9316,139.2048
600398.SH,Q4 FY2019,72.8062,32.6112,4.4346,5.7375,289.1572,150.5441
600398.SH,Q1 FY2020,38.4835,9.555,2.159,2.8677,294.593,154.5954
600398.SH,Q2 FY2020,42.5366,-0.7407,4.8727,6.2886,278.056,145.6048
600398.SH,Q3 FY2020,36.7621,-8.6656,2.6108,3.2209,264.2623,129.7274
600398.SH,Q4 FY2020,61.8032,28.1539,3.6688,4.7983,276.6816,137.7445
600415.SH,Q1 FY2016,11.1084,-2.4642,2.2123,2.0827,283.7528,183.4097
600415.SH,Q2 FY2016,42.9605,-9.0731,6.0065,5.5958,256.6229,155.8227
600415.SH,Q3 FY2016,56.376,-6.3372,8.5717,8.12,262.0705,158.4726
600415.SH,Q4 FY2016,70.3803,10.9732,10.8118,10.0342,271.3988,165.9336
600415.SH,Q1 FY2017,47.0675,-8.4306,6.4938,6.7652,242.3072,130.1238
600415.SH,Q2 FY2017,76.0201,1.1369,9.8937,10.2153,238.8196,127.0165
600415.SH,Q3 FY2017,89.3744,4.4203,11.7274,12.0287,226.7965,113.5281
600415.SH,Q4 FY2017,100.171,2.7387,13.6834,14.0873,238.6133,123.1471
600415.SH,Q1 FY2018,8.0724,-6.6176,6.2689,7.2059,250.6278,130.8472
600415.SH,Q2 FY2018,18.1061,-2.5898,10.465,12.0999,235.9468,114.9065
600415.SH,Q3 FY2018,26.1961,-3.4555,11.6355,13.5158,256.5504,133.9719
600415.SH,Q4 FY2018,35.9375,13.0725,9.4338,10.4177,268.7786,150.5284
600415.SH,Q1 FY2019,7.9936,-22.1346,1.6996,2.0013,305.42,183.8057
600415.SH,Q2 FY2019,18.036,-0.7583,5.6163,6.6908,299.1155,176.2495
600415.SH,Q3 FY2019,30.9859,-9.5616,8.397,10.1418,309.0737,182.6382
600415.SH,Q4 FY2019,40.4277,-15.3891,10.1303,12.4883,313.2323,182.3893
600415.SH,Q1 FY2020,7.5536,-5.8992,2.0396,2.6573,316.1012,183.1053
600415.SH,Q2 FY2020,21.2145,-7.0307,5.3826,7.2004,319.7431,182.2138
600415.SH,Q3 FY2020,31.5516,-33.3913,8.3477,11.0638,270.5782,134.7356
600415.SH,Q4 FY2020,37.2569,8.2879,6.9727,9.2184,287.5013,151.7542
600485.SH,Q1 FY2016,943.1332,-1135.7897,4.0407,4.9091,174.6071,64.681
600485.SH,Q2 FY2016,1478.3285,-587.3804,8.4273,9.5793,189.5574,70.1647
600485.SH,Q3 FY2016,405.919,-1154.2694,0.0957,0.1079,209.7882,90.282
600485.SH,Q4 FY2016,260.5882,-841.3642,0.8968,1.4027,220.3998,99.395
600485.SH,Q1 FY2017,83.2139,-232.4788,-2.3744,-2.8142,217.3178,99.167
600485.SH,Q2 FY2017,1862.4561,-254.8308,8.3532,10.1719,229.2168,101.3693
600485.SH,Q3 FY2017,381.0815,-192.9087,-2.4013,-2.9829,232.2784,107.5391
600485.SH,Q4 FY2017,-1679.8168,-64.3446,-19.8275,-22.0715,215.3536,112.7586
600485.SH,Q1 FY2018,55.6594,-139.6785,-5.066,-5.0081,212.05,114.6504
600485.SH,Q2 FY2018,63.8898,5.8333,0.4665,0.4871,211.7879,113.5662
600485.SH,Q3 FY2018,57.4627,60.8938,-4.0021,-3.807,211.1756,116.7732
600485.SH,Q4 FY2018,321.9502,23.4278,-25.4411,-21.1964,189.0581,115.48
600485.SH,Q1 FY2019,49.2446,54.555,-2.9247,-2.086,188.4515,116.9787
600485.SH,Q2 FY2019,72.8957,71.1006,,-155.3286,119.4065,203.285
600485.SH,Q3 FY2019,64.6248,78.4456,,-3.086,78.2891,165.2069
600485.SH,Q4 FY2019,86.3762,40.7625,,-26.2337,24.2507,137.7635
600485.SH,Q1 FY2020,22.4309,-36.2279,,-1.7184,24.217,139.4346
600485.SH,Q2 FY2020,49.9095,13.7802,,-10.4182,16.1506,141.358
600485.SH,Q3 FY2020,62.1706,1.2018,,-1.3334,16.1163,142.652
600485.SH,Q4 FY2020,67.577,-23.7025,,-21.5148,14.292,162.7326
600518.SH,Q1 FY2016,58.8572,4.6887,5.1379,9.8572,395.2194,197.1765
600518.SH,Q2 FY2016,53.1778,-3.6528,3.2785,7.7488,479.5528,202.2262
600518.SH,Q3 FY2016,52.5256,5.5792,2.9401,8.262,530.0697,244.3649
600518.SH,Q4 FY2016,51.8626,9.4169,2.5987,7.4996,548.239,254.4077
600518.SH,Q1 FY2017,71.5466,13.4953,3.6036,10.6557,584.258,281.843
600518.SH,Q2 FY2017,61.077,-2.8463,3.6033,10.8029,595.3725,294.3684
600518.SH,Q3 FY2017,62.5216,4.6085,3.2735,9.9763,653.367,341.8913
600518.SH,Q4 FY2017,69.6244,3.1704,3.0116,9.5116,687.2202,365.8705
600518.SH,Q1 FY2018,91.3518,9.8205,4.343,14.172,721.9487,385.9368
600518.SH,Q2 FY2018,78.2416,-5.3017,3.5355,11.7503,787.3805,453.0427
600518.SH,Q3 FY2018,84.6909,8.4134,3.6574,12.3836,818.126,470.9533
600518.SH,Q4 FY2018,-83.6335,-9.876,-8.95,-34.6055,731.4448,470.2841
600518.SH,Q1 FY2019,49.0164,6.7395,0.812,2.1825,737.9709,452.7493
600518.SH,Q2 FY2019,32.3104,15.2248,-0.4801,-1.3643,722.0093,441.2416
600518.SH,Q3 FY2019,22.1459,10.9672,-0.1872,-0.5137,717.8332,437.5663
600518.SH,Q4 FY2019,10.9828,-4.1111,-19.3803,-46.8566,645.8623,439.3524
600518.SH,Q1 FY2020,11.698,2.0282,-1.4115,-2.9729,644.9916,428.8776
600518.SH,Q2 FY2020,13.4702,1.6857,-5.5496,-11.2649,624.2475,431.7494
600518.SH,Q3 FY2020,14.5477,5.133,-5.0855,-9.4798,615.002,432.0063
600518.SH,Q4 FY2020,14.4043,1.467,-753.1384,-287.2425,333.2613,437.3575
600570.SH,Q1 FY2016,3.3699,-3.3415,2.9272,0.647,36.5995,10.5586
600570.SH,Q2 FY2016,4.8359,-0.1679,3.7884,0.7969,35.5028,10.1394
600570.SH,Q3 FY2016,5.1684,0.2915,1.6993,0.4698,37.1577,10.655
600570.SH,Q4 FY2016,8.3274,7.617,-7.7081,-2.436,45.4848,20.3097
600570.SH,Q1 FY2017,4.4285,-4.1402,1.733,0.4106,42.7952,16.8327
600570.SH,Q2 FY2017,6.3743,1.7139,7.3527,1.9148,44.4032,17.348
600570.SH,Q3 FY2017,5.7029,1.8391,2.2832,0.7871,49.6096,19.7745
600570.SH,Q4 FY2017,10.1554,8.6359,6.21,1.2205,58.5215,25.6636
600570.SH,Q1 FY2018,5.327,-5.3014,1.8427,0.5483,55.8936,21.77
600570.SH,Q2 FY2018,8.283,1.7899,7.6653,2.5413,54.973,20.4904
600570.SH,Q3 FY2018,6.0208,2.4788,1.8921,0.6533,56.8323,22.3168
600570.SH,Q4 FY2018,12.9981,10.4036,8.9465,3.0407,62.1635,28.0194
600570.SH,Q1 FY2019,5.9219,-6.2489,11.7391,3.8892,63.7986,25.5897
600570.SH,Q2 FY2019,9.3178,2.0559,7.7053,2.87,65.1568,25.6551
600570.SH,Q3 FY2019,7.7318,3.5231,3.3452,1.2332,67.2121,26.537
600570.SH,Q4 FY2019,15.747,11.3777,14.7701,6.1617,83.595,34.6612
600570.SH,Q1 FY2020,5.1357,-7.5758,-1.0075,-0.4674,76.7861,28.2911
600570.SH,Q2 FY2020,11.059,2.7629,8.7493,3.8955,77.3674,27.4026
600570.SH,Q3 FY2020,7.1863,3.6731,1.9721,1.0709,84.2143,40.3454
600570.SH,Q4 FY2020,18.3454,15.1189,21.3845,9.1326,99.7114,49.3338
600519.SH,Q1 FY2016,99.8875,74.3604,7.3664,52.1208,906.9045,197.4919
600519.SH,Q2 FY2016,81.8448,61.6792,5.8497,41.6512,955.465,281.9334
600519.SH,Q3 FY2016,84.5865,189.3137,5.4826,39.5299,1051.4603,338.6253
600519.SH,Q4 FY2016,122.3031,49.1592,6.0094,46.0045,1129.3454,370.36
600519.SH,Q1 FY2017,133.0864,61.0898,8.0614,65.4483,1189.7872,365.2483
600519.SH,Q2 FY2017,108.8139,8.2639,6.6318,54.9961,1203.8274,413.1949
600519.SH,Q3 FY2017,182.6044,158.5141,10.9177,93.1703,1277.8004,393.9919
600519.SH,Q4 FY2017,157.6739,-6.3373,8.0719,76.4495,1346.1012,385.9049
600519.SH,Q1 FY2018,174.6617,49.355,8.8887,91.3054,1344.0494,292.5526
600519.SH,Q2 FY2018,159.3054,127.9953,7.5067,77.9082,1299.1483,334.1036
600519.SH,Q3 FY2018,188.4496,104.8625,9.1633,96.5,1471.4767,409.9061
600519.SH,Q4 FY2018,213.972,131.6395,9.7302,112.5826,1598.4667,424.3819
600519.SH,Q1 FY2019,216.44,11.8921,9.4737,119.1572,1598.8818,305.6612
600519.SH,Q2 FY2019,178.4379,228.9771,7.3108,92.8081,1651.2165,455.1487
600519.SH,Q3 FY2019,214.4687,32.2848,8.7527,112.1578,1625.5041,317.2836
600519.SH,Q4 FY2019,244.9492,178.9521,8.2303,115.577,1830.4237,411.6599
600519.SH,Q1 FY2020,244.0539,23.0311,9.1849,138.6285,1816.2473,258.8991
600519.SH,Q2 FY2020,195.4741,103.1785,6.6412,100.6469,1721.9788,296.7999
600519.SH,Q3 FY2020,232.6214,124.9004,7.8588,119.2313,1845.792,304.0754
600519.SH,Q4 FY2020,277.0044,265.5807,8.3094,136.7266,2133.9581,456.7513
600535.SH,Q1 FY2016,31.4474,1.3712,3.6415,2.8495,153.6862,73.7641
600535.SH,Q2 FY2016,32.5418,5.3395,5.2908,4.2172,157.1883,78.2025
600535.SH,Q3 FY2016,32.1143,0.5111,4.0675,3.2854,158.7587,76.4858
600535.SH,Q4 FY2016,43.3515,4.3154,2.1734,1.8402,171.2627,89.1958
600535.SH,Q1 FY2017,33.4766,-7.1901,3.9167,3.2262,179.6734,94.3788
600535.SH,Q2 FY2017,39.1681,-4.5537,5.3422,4.4629,190.7442,106.4117
600535.SH,Q3 FY2017,38.9733,1.0545,4.6006,3.851,206.0354,117.8398
600535.SH,Q4 FY2017,49.3235,2.4638,2.7746,2.4825,215.3183,125.5734
600535.SH,Q1 FY2018,39.5235,1.5127,4.2023,3.765,227.6745,133.2706
600535.SH,Q2 FY2018,45.236,4.8389,6.0836,5.6477,232.2767,136.3895
600535.SH,Q3 FY2018,45.4871,5.2379,4.5429,4.5132,242.993,133.0749
600535.SH,Q4 FY2018,49.6488,3.3483,1.6847,1.9934,251.7184,139.6358
600535.SH,Q1 FY2019,45.7137,2.5803,4.1618,4.5265,245.8377,128.9687
600535.SH,Q2 FY2019,48.4558,6.1001,4.097,4.516,249.1113,132.4196
600535.SH,Q3 FY2019,46.7512,3.9435,2.1136,2.4277,244.1049,125.4568
600535.SH,Q4 FY2019,49.0624,4.1776,-1.174,-1.4385,240.1238,121.5
600535.SH,Q1 FY2020,39.5281,0.332,2.6142,2.924,243.8342,122.4551
600535.SH,Q2 FY2020,46.7067,12.5638,3.4277,3.9948,231.937,110.7432
600535.SH,Q3 FY2020,27.678,-1.573,3.5847,4.1917,165.5496,44.2513
600535.SH,Q4 FY2020,21.8484,6.5889,0.2194,-0.2119,164.9369,41.0946
600547.SH,Q1 FY2016,92.1588,1.8228,2.2646,2.272,234.2234,129.0702
600547.SH,Q2 FY2016,156.0665,6.2753,3.3365,3.3902,234.7311,127.5805
600547.SH,Q3 FY2016,126.6181,6.8694,1.7617,1.8589,239.1635,130.5649
600547.SH,Q4 FY2016,127.1451,12.272,4.3472,5.567,283.5721,120.1237
600547.SH,Q1 FY2017,100.0617,4.2669,2.0877,3.3018,295.9701,129.2137
600547.SH,Q2 FY2017,157.6504,8.6328,1.8261,3.2318,422.4059,254.3532
600547.SH,Q3 FY2017,127.3241,-3.5876,1.7215,2.9682,421.9632,251.2417
600547.SH,Q4 FY2017,125.3768,27.6747,1.4916,2.4321,421.1629,249.4701
600547.SH,Q1 FY2018,141.6632,1.7651,2.1024,3.7397,420.8334,245.4458
600547.SH,Q2 FY2018,118.5225,16.2591,1.5821,2.7867,427.4222,250.0721
600547.SH,Q3 FY2018,112.4186,0.1586,0.8326,1.8237,479.6245,259.5483
600547.SH,Q4 FY2018,175.2745,11.0888,0.4941,1.0207,449.4597,215.6894
600547.SH,Q1 FY2019,106.2109,6.8838,1.6806,4.106,468.5274,231.4526
600547.SH,Q2 FY2019,205.7357,11.4236,1.3589,3.3455,476.0267,237.596
600547.SH,Q3 FY2019,255.1035,18.5701,1.5254,3.5919,582.6455,342.0824
600547.SH,Q4 FY2019,-21.9807,4.9232,1.5105,3.7069,581.5557,323.3783
600547.SH,Q1 FY2020,139.6573,6.3682,2.4041,6.3383,601.5625,336.3271
600547.SH,Q2 FY2020,190.8501,14.577,2.4674,6.6751,620.2324,352.1271
600547.SH,Q3 FY2020,206.1024,12.0386,2.8434,7.7855,652.8647,378.9902
600547.SH,Q4 FY2020,100.0305,25.1126,1.5534,4.613,638.5945,322.0696
600549.SH,Q1 FY2016,14.8286,2.4804,0.3112,0.5474,163.4938,80.7606
600549.SH,Q2 FY2016,34.9939,4.1288,1.0422,1.4225,156.6746,75.7225
600549.SH,Q3 FY2016,56.4317,9.9963,2.3159,2.7341,156.8586,74.9053
600549.SH,Q4 FY2016,85.2839,12.0598,2.2401,2.991,154.9954,73.8214
600549.SH,Q1 FY2017,23.9119,-5.7978,2.0012,1.9096,162.3586,79.8791
600549.SH,Q2 FY2017,61.8056,-7.7749,6.8568,6.2415,174.278,90.2146
600549.SH,Q3 FY2017,101.4236,-8.2169,8.7995,8.2944,181.8279,96.1458
600549.SH,Q4 FY2017,141.8832,-9.3035,9.2394,9.34,188.5056,101.0285
